tesda_inst_id,name,region,old_region,province,old_province,city_municipality,old_city_municipality,district,municipality_class,type_of_institution,classification,institution_classification,address,latitude,longitude,coord_status,psgc_observed_region,psgc_observed_province,psgc_observed_municity,psgc_observed_barangay
TESDA01390,AGAPE INSTITUTE OF SCIENCE AND TECHNOLOGY INC.,NCR,National Capital Region (NCR),,Quezon City,,,,,,,Assessment Center Only,"22 Saret St. Talanay Batasan Hills, Quezon City",14.686821,14.686821,out_of_bounds,,,,
TESDA01391,AGILE INSTITUTE OF SLAUGHTERING AND BUTCHERING CORP,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"3772 Sinilyasi St. Cor. Lapu Lapu Ext. Dagat-dagatan, Caloocan City",14.654948,120.963937,valid,13,13801,1380100,1380100012
TESDA01392,"AISTAC ALPHA INNOVATIVE SKILLS TRAINING AND ASSESSMENT CENTER, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"Sto. Nino Village, Agnes Street, Muntinlupa City",14.38364,121.04939,valid,13,13808,1380800,1380800008
TESDA01393,ALMAMLAKA TRAINING AND ASSESSMENT CORPORATION,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Assessment Center Only,"Unit 103 Jolliland Condominium 670 Edsa,  Brgy. 152 San Roque District, Pasay City",14.53779,121.0052,valid,13,13811,1381100,1381100152
TESDA01394,ANGELS DRIVING CENTER,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"94c Mendoza Avenue, Bayani Subdivision, Las Piñas City",14.45127,121.00347,valid,13,13802,1380200,1380200011
TESDA01395,ANGELS TRAINING AND ASSESSMENT CENTER,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"Block 3, Lot 4. Seth Street, Paraiso Subdivision, Talon Kuatro, Las Piñas City",14.4386,121.0022,valid,13,13802,1380200,1380200008
TESDA01396,APHRODITE TRAINING AND ASSESSMENT CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"0721 Navarette St. Arkong Bato, Valenzuela City",14.69702,120.95133,valid,13,13816,1381600,1381600001
TESDA01397,"AQUINAS SCHOOL, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Both,"183 F. Blumentritt Street, Barangay Kabayanan, San Juan City",14.59738,121.02997,valid,13,13814,1381400,1381400008
TESDA01398,"ARANDIA COLLEGE, INC.",NCR,National Capital Region (NCR),,MUNTIPARLASTAPAT,,,,,,,Both,"Lot 1, Block 1, F. Valarao St., Airport Village, Brgy. Moonwalk, Parañaque City",45.60193,5.63744,out_of_bounds,,,,
TESDA01399,ARAYA SKILLS DEVELOPMENT INSTITUTE CORP.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Assessment Center Only,"Units 401, 402, 1002, 1501 And 1503 Jafer Place, #19 Eisenhower St., Greenhills, San Juan City",14.605057,121.04932,valid,13,13814,1381400,1381400021
TESDA01400,ARELLANO UNIVERSITY INC,NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Both,"2600 Legarda St., Sampaloc Manila",14.6008736,120.9951733,valid,13,13806,1380600,1380600412
TESDA01401,"ARTICULATED TRAINING AND DRIVING SCHOOL, INC.",NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,"0398 Gs C. Dayao St. Balut, Tondo, Manila",14.620425,120.9654111,valid,13,13806,1380600,1380600095
TESDA01402,"ASIA PACIFIC CAREGIVER & HEALTHCARE TRAINING CENTER, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Both,"Rm. 501 Panorama Building 1139 Edsa, Quezon City",14.65606,121.02667,valid,13,13813,1381300,1381300130
TESDA01403,ASIAN AESTHETICS AND PERMANENT MAKE UP TRAINING CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Assessment Center Only,"17 Unit M & N Burgundy Corporate Tower Gil Puyat Ave. Pio Del Pilar Fourth District City Of Makati, Fourth District, National Capital Region (ncr), 1230",14.5601652,121.0133001,valid,13,13803,1380300,1380300018
TESDA01404,ASIAN CHRISTIAN TECHNOLOGICAL SCHOOL & COLLEGES INC.,NCR,National Capital Region (NCR),,MUNTIPARLASTAPAT,,,,,,,Both,"503 Eagle St., Blk. 5 G2 Village, Brgy. Pinagsama, Taguig City",51.513263,-0.089878,out_of_bounds,,,,
TESDA01405,ASIAN CHRISTIAN TECHNOLOGICAL SCHOOL & COLLEGES INC. (FRMRLY: ASIAN CHRISTIAN THEOLOGICAL S & C INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"Lot 1 Block 105 Chico St., North Signal Village, Taguig City",14.51629,121.06074,valid,13,13815,1381500,1381500021
TESDA01406,"ASIAN ENTREPRENEURS TECHNOLOGICAL INSTITUTE, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Assessment Center Only,"115 E. Santos St., Bambang, Pasig City",14.5987,121.0366,valid,13,13814,1381400,1381400018
TESDA01407,"ASIANTOUCH INTERNATIONAL TRAINING INSTITUTE, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Both,"Maria Commercial Bldg. 14 Nicanor Roxas St., Brgy. San Roque, Marikina City",14.6235,121.0962,valid,13,13807,1380700,1380700002
TESDA01408,ASSINIBOINE TECHNICAL INSTITUTE INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"Unit 18-c 78 Pelaez St., Borakay Compound Brgy., San Dionisio, Parañaque City",14.49400378,120.9915246,valid,13,13810,1381000,1381000004
TESDA01409,"AVALONE TRAINING AND DEVELOPMENT FOUNDATION, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,"M1 5th Floor 2296 F.b. Harrison St., Pasay City 1300",14.5483159,120.9933049,valid,13,13811,1381100,1381100027
TESDA01410,AVIATION TECHNICAL SCHOOL OF COTABATO,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Both,"Mezzanine Floor, Lot 5 Sta. Agueda Cor. Queensway, Pascor Drive Brgy. Sto. Niño, Parañaque City",14.5087,120.9976,valid,13,13810,1381000,1381000005
TESDA01411,B AND B ACADEMY FOR SKILLS TRAINING AND ASSESSMENT INC.,NCR,National Capital Region (NCR),,PAMAMARISAN,,,,,,,Assessment Center Only,"B85 L3 P2c3 Kc33 St. Karangalan Village, Manggahan, Pasig City",28.94494,-81.26574,out_of_bounds,,,,
TESDA01412,"BAYAN ACADEMY FOR SOCIAL ENTREPRENEURSHIP AND HUMAN RESOURCE DEVELOPMENT, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,"2nd Floor, Calderon Bldg. 827 Edsa, Quezon City",14.63098,121.04554,valid,13,13813,1381300,1381300048
TESDA01413,BCL SKILLS DEVELOPMENT CORP.,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"34 Gov. Pascual Avenue, Acacia, Malabon City",14.66942,120.96999,valid,13,13804,1380400,1380400001
TESDA01414,BERNARDO COLLEGE,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Both,Pulang Lupa Las Pinas City,14.4609,120.989571,valid,13,13802,1380200,1380200016
TESDA01415,"BEST SKILLS ENHANCERS TRAINING AND ASSESSMENT CENTER, INC.",NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,"1205 Don Pedro Corner Espiritu Street Barangay 760 Zone 80 District V, Manila",14.56591,120.99996,valid,13,13806,1380600,1380600760
TESDA01416,"BESTLINK COLLEGE OF THE PHILIPPINES, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,#1071 Brgy. Kaligayahan Quirino Highway Novaliches Quezon City,14.721402,121.052141,valid,13,13813,1381300,1381300079
TESDA01417,BLESSING OFW INTERNATIONAL TRAINING AND ASSESSMENT CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,"2131 B Madre Ignacia St., Malate, Manila",14.567103,120.987005,valid,13,13806,1380600,1380600701
TESDA01418,BLUERIDGE PACIFIC INSTITUTE INC.,NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,357 W. Burke St. Binondo Manila,14.59902,120.97886,valid,13,13806,1380600,1380600291
TESDA01419,"BOWLINE TRAINING AND ASSESSMENT CENTER, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Assessment Center Only,"26 Martilyete St., Midtown Subd., San Roque, Marikina City",14.6269,121.0994,valid,13,13807,1380700,1380700008
TESDA01420,BRIDGES TECHNOLOGICAL INSTITUTE CORPORATION,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Assessment Center Only,"658 T. Santiago, Lingunan, City Of Valenzuela",14.71609,120.97615,valid,13,13816,1381600,1381600014
TESDA01421,BRIGHT FUTURE SKILLS TRAINING AND ASSESSMENT CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Both,"Blk. 10 Lot 6 Emerald St. Milionaires Village Novaliches Proper, Quezon City",14.72334,121.03758,valid,13,13813,1381300,1381300070
TESDA01422,CALITY CARE TRAINING AND ASSESSMENT INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Both,"118 Armstrong Avenue Corner Glen St., Moonwalk Village, Phase 2, Parañaque City",14.480581,121.031196,valid,13,13810,1381000,1381000008
TESDA01423,"CANE TOWN COLLEGES OF THE PHILIPPINES, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,"2nd Floor Rear Ablaza Building, 117 E. Rodriguez Sr., Avenue, Quezon City",14.622531,121.023233,valid,13,13813,1381300,1381300047
TESDA01424,CAPELLAN INSTITUTE OF TECHNOLOGY INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Both,"35 Dr. Pilapil St., Sagad, Pasig City",14.5654,121.0792,valid,13,13812,1381200,1381200018
TESDA01425,"CAPT. WILIJADO P. ABUID FOUNDATION, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Assessment Center Only,"2nd & 3rd Floor Aims Campus, Arnaiz St., Corner Roxas Blvd. Barangay 13, Pasay City",14.5465019,120.9901093,valid,13,13811,1381100,1381100076
TESDA01426,CARENET HEALTHCARE INSTITUTE INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,"4th Floor Piedra Bldg. 1174 Chino Roces Avenue, San Antonio Village, Makati City",14.5639,121.00914,valid,13,13803,1380300,1380300023
TESDA01427,CENTER FOR BARISTA AND TOURISM ACADEMY TRAINING AND ASSESSMENT INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Both,"3rd Floor, Lot 13 A Blk. 31, Cor. Camaro St., Fairview Ave., Fairview, Quezon City",14.704063,121.071074,valid,13,13813,1381300,1381300041
TESDA01428,CENTRAL INSTITUTE OF TECHNOLOGY,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,"2nd Flr. Our Home Bldg., No. 114 Malakas St. Central, Quezon City",14.639,121.0484,valid,13,13813,1381300,1381300082
TESDA01429,CGROUP SKILLS DEVELOPMENT AND SECURITY TRAINING INSTITUTE INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Both,"Lot 56 Blk. Lch-220 Pajo St. Quirino 2c, Quezon City",14.6345,121.06416,valid,13,13813,1381300,1381300087
TESDA01430,CHANEL PARIS HOTEL CORP. DOING BUSINESS UNDER THE NAME/S AND STYLE/S OF CHANEL PARIS HOTEL,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"11-a Gen. Espino St. South Signal Village, Taguig City, Fourth District, National Capital Region (ncr), 1633",14.50393,121.05393,valid,13,13815,1381500,1381500028
TESDA01431,CHEF JHON'S TRAINING AND ASSESSMENT CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,"4th Floor M. F. Tiaoqui Building Santa Cruz Plaza Ronquillo Street Sta. Cruz, Barangay 303, Zone 029",14.6000194,120.978173,valid,13,13806,1380600,1380600298
TESDA01432,CHEF MARITIME MANAGEMENT SERVICES TRAINING AND ASSESSMENT CENTER CORP.,NCR,National Capital Region (NCR),,MUNTIPARLASTAPAT,,,,,,,Both,"2nd Floor Seagull Avenue Corner First Street, Brgy. San Miguel, Taguig City",32.72511,-117.162956,out_of_bounds,,,,
TESDA01433,"CHRIST THE KING COLLEGE OF SCIENCE AND TECHNOLOGY, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"Jaysonsville Subd., Putatan, Muntinlupa City",14.3889,121.01633,valid,13,13808,1380800,1380800005
TESDA01434,CIEVEROSE COLLEGE INC,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,Lot 4 Block 51 (1644) Ilang Ilang St. Area B. Camarin Caloocan City,14.65333,120.98333,valid,13,13801,1380100,1380100068
TESDA01435,CIRCLE TEST TRAINING AND ASSESSMENT CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,"2648 Dian Street, Brgy. 757 Zone 82 District 5 Malate",14.5644801,121.0000029,valid,13,13806,1380600,1380600756
TESDA01436,CITY OF MALABON POLYTECHNIC INSTITUTE,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Assessment Center Only,"Gov. Pascual Avenue, Brgy. Baritan, Malabon City",14.670988,120.950971,valid,13,13804,1380400,1380400002
TESDA01437,CLEAR VOCATION INSTITUTE FOR SKILLS TRAINING & ASSESSMENT CORP.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,"2nd Flr. Primark Town Center, G. Araneta Avenue Corner Quezon Ave. Bgry. Sto. Domingo, Quezon City",14.64468,121.00511,valid,13,13813,1381300,1381300058
TESDA01438,CLEAR VOCATION INSTITUTE FOR SKILLS TRAINING & ASSESSMENT CORP.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,2nd Floor Primark Center Atherton Corner Dollar St. North Fairview Quezon City,14.70601,121.05948,valid,13,13813,1381300,1381300142
TESDA01439,COCHA CENTRE OF CULINARY HOTEL ARTS TRAINING AND ASSESSMENT INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,"Unit C 2/f Lourdes Arcade Bldg., No. 986 Tandang Sora Ave., Old Balara, Quezon City",14.668,121.054,valid,13,13813,1381300,1381300025
TESDA01440,"COLEGIO DE SAN GABRIEL DE ARCANGEL OF CALOOCAN, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"Phase 10, Pkg. 6, Blk 1, Lot 4, Bagong Silang, Caloocan City",14.780575,121.034704,valid,13,13801,1380100,1380100176
TESDA01441,COLLEGE OF SAINT AMATIEL INC.,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"118 Int., Gen Luna St.,  Malabon City",14.66,120.95,valid,13,13804,1380400,1380400016
TESDA01442,"CONCORDIA COLLEGE, INC.",NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,"1739 P. Gil St., Paco, Manila",14.5787697,120.9962685,valid,13,13806,1380600,1380600685
TESDA01443,COOKO CULINARY AND BARISTA ACADEMY INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Both,"2nd Floor Skygate Bldg., #4 E. Rodriguez Jr. Ave (c5) Bagong Ilog, Pasig City",14.5682,121.0709,valid,13,13812,1381200,1381200001
TESDA01444,CPDC TRAINING & TESTING CORP.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Both,"Lontoc Cor. Virata St., (near Samaca Ii), Brgy. Calzada, Taguig City",14.53356,121.07462,valid,13,13815,1381500,1381500004
TESDA01445,CREOTEC PHILIPPINES INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Assessment Center Only,"Mpc Mayor Juan Chanyungco, Sta. Elena, Marikina City",14.632632,121.100264,valid,13,13807,1380700,1380700009
TESDA01446,D' BEAUTY TREND CENTER INSTITUTE INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,"2nd Floor Unit D & E, 2250 Mcf Bldg. Taft Avenue, Corner College Rd, Pasay, Metro Manila, Philippines",14.5503338,120.9980593,valid,13,13811,1381100,1381100058
TESDA01447,D' BEAUTY TREND CENTER INSTITUTE INC. (FORMERLY: D' BEAUTY TREND CENTER INC.),NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Assessment Center Only,"J & M Building 159- N Mapayapa St., 19th Ave. East Rembo, Makati City",14.5540088,121.0599231,valid,13,13815,1381500,1381500031
TESDA01448,D.M. CONSUNJI TECHNICAL TRAINING CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"Dmci Compound, Barangay Ususan C-5 Road, Taguig City",14.51449,121.03402,valid,13,13815,1381500,1381500018
TESDA01449,DA VINCI ALLIED HEALTH SCIENCES TRAINING INSTITUTE INC.,NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Both,"3f Avisha Center, #94 Mayor Gil Fernando Avenue, Sta. Elena, Marikina City",14.63263,121.10168,valid,13,13807,1380700,1380700009
TESDA01450,"DA'FAMERS TRAINING AND ASSESSMENT CENTER CORP.,",NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Both,2197 Alabastro St. Cor. Diamante Street San Andres Bukid Manila,14.5781867,120.990703,valid,13,13806,1380600,1380600675
TESDA01451,DATAMEX-COLLEGE OF SAINT ADELINE INC.,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Assessment Center Only,"357 J Teodoro St., Corner 10th Avenue Caloocan City",14.65151549,120.9835479,valid,13,13801,1380100,1380100062
TESDA01452,"DATAMEX-COLLEGE OF SAINT ADELINE, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Both,"85 East Fairview Park Subd. Brgy. Greater Fairview, Commonwealth Ave. Quezon City",14.7054,121.073898,valid,13,13813,1381300,1381300041
TESDA01453,DAZ TRAINING CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Assessment Center Only,"8837 Colmena St. Olympia, City Of Makati, First District, National Capital Region (ncr) 1207",14.5742519,121.0219436,valid,13,13803,1380300,1380300014
TESDA01454,DELTA TECHNOLOGICAL INSTITUTE INC.,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"15 Inda Maria Street, Barangay Potrero, Malabon City",14.66956,120.9833,valid,13,13804,1380400,1380400015
TESDA01455,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS (DPWH),NCR,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,,,,,,,Assessment Center Only,"Bonifacio Drive, Port Area, Manila",14.59045,120.97089,valid,13,13806,1380600,1380600656
TESDA01456,"DIAMOND SECURITY TRAINING ACADEMY AND ASSESSMENT CENTER, INC.",NCR,National Capital Region (NCR),,Quezon City,,,,,,,Assessment Center Only,"545 Bona Building, Edsa Bagong Lipunan Ng Crame, Quezon City",14.753635,120.737686,valid,,,,
TESDA01457,DIVERSIFIED CORPORATION,NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Assessment Center Only,"826 Fabella Street, Plainview Subdivision, Mandaluyong City",14.5819,121.0323,valid,13,13805,1380500,1380500022
TESDA01458,"DIVINE MERCY COLLEGE FOUNDATION, INCORPORATED",NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,129 Jose P. Bautista St. Caloocan City,14.742411,121.062715,valid,13,13801,1380100,1380100177
TESDA01459,DOCALLOS INSTITUTE OF TECHNOLOGY INC.,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"Unit 8,9,10, Adeline Arcade Quirino Hiway Pangarap Village, Brgy 182, Caloocan City",14.7753,121.07709,valid,13,13801,1380100,1380100185
TESDA01460,"DON BOSCO TECHNICAL INSTITUTE OF MAKATI, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,"Arnaiz Avenue Cor. Chino Roces Avenue, Makati City",14.5542,121.01381,valid,13,13803,1380300,1380300018
TESDA01461,"DON BOSCO YOUTH CENTER-TONDO, INC",NCR,National Capital Region (NCR),,City of Manila,,,,,,,Both,"Don Bosco Compound, C.p. Garcia St. Brgy. 116 Tondo, Manila",14.6161532,120.955491,valid,,,,
TESDA01462,"DR. R.A. FERNANDO SCHOOL OF HEALTHCARE TECHNOLOGY, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,"1991 San Juan St., Warley Bldg. 3rd Floor Barangay 36 Zone, 03 District 1, Pasay City",14.5558424,120.9959662,valid,13,13811,1381100,1381100036
TESDA01463,"DYNAMIC CHRISTIAN SCHOOL OF TECHNOLOGY, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"84a/86d Mc Arthur Hi-way, Marulas, Valenzuela City",14.675202,120.981375,valid,13,13816,1381600,1381600019
TESDA01464,"D’ RISING SUN TRAINING CENTER PHILS., INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Both,"2f Loza Business Center, Lilac Avenue, Hacienda Heights, Concepcion Dos, Marikina City",14.64,121.122,valid,13,13807,1380700,1380700012
TESDA01465,E-JUVENEX'S ACADEMY INC. DOING BUSINESS UNDER JUVENEX'S TRAINING CENTER; JUVENEX'S MASSAGE SPA,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Both,"116-a Hillcrest Condominium E. Rodriguez, Cubao Quezon City",14.62623,121.052078,valid,13,13813,1381300,1381300035
TESDA01466,EJ TRAINING AND ASSESSMENT CENTER,NCR,National Capital Region (NCR),,CAMANAVA,,,,,,,Both,"Lot 1-c, Mangga Street, Corner Lawaan Street, Amparo Subdivision, Barangay 179, District 3, Caloocan City",25.0218,121.49645,out_of_bounds,,,,
TESDA01467,ELECTRON COLLEGE OF TECHNICAL EDUCATION CORPORATION,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Assessment Center Only,"108 Gen. T. De Leon, Valenzuela City",14.68574,120.99292,valid,13,13816,1381600,1381600011
TESDA01468,ELECTRON COLLEGE OF TECHNICAL EDUCATION CORPORATION,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Both,"#664 Quirino Highway, Bagbag, Novaliches, Quezon City",14.6988,121.03546,valid,13,13813,1381300,1381300006
TESDA01469,EMMANUEL BAUER TRAINING CENTER CORPORATION,NCR,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,,,,,,,Assessment Center Only,"3rd Floor 21 B Pipit St. Villilia Village, Talipapa, Novaliches, Quezon City",14.68611413,121.0219679,valid,13,13813,1381300,1381300119
TESDA01470,EMMANUEL JOHN INSTITUTE OF SCIENCE AND TECHNOLOGY INC.,NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,237 M.h. Del Pilar St. Grace Park Caloocan City,14.653284,120.9905,valid,13,13801,1380100,1380100092
TESDA01471,"EMMAUS CHRISTIAN SCHOOLS, INCORPORATED",NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"309 M.h. Del Pilar St., Malanday, Valenzuela City",14.71825,120.95703,valid,13,13816,1381600,1381600016
TESDA01472,"ENDERUN COLLEGES, INC.",NCR,National Capital Region (NCR),,MUNTIPARLASTAPAT,,,,,,,Assessment Center Only,"1100 Campus Avenue, Mckinley Hill, Fort Bonifacio, Taguig City",37.27204,-121.86126,out_of_bounds,,,,
TESDA01473,ENHANCED SKILLS TRAINING AND ASSESSMENT CENTER CORPORATION,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,MUNTIPARLASTAPAT,,,,,,,Both,"2nd Floor, Tac Building, Alabang-zapote Road, Talon Ii, Las Piñas City",14.43803,121.00463,valid,13,13802,1380200,1380200008
TESDA01474,"EXCEL TECHNICAL SKILLS AND CAREER CENTER, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Assessment Center Only,"201 Mahogany St. Corner Marcos Highway, Santolan, Pasig City",14.6185,121.0915,valid,13,13812,1381200,1381200027
TESDA01475,EXCELLENT GLOBAL SKILLS TRAINING AND ASSESSMENT CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,401-404 4th Flr. Taft Office Center Bldg. Taft Ave. Barangay 48 1300 Pasay City,14.5556799,120.9945727,valid,13,13811,1381100,1381100035
TESDA01476,"FINE INTERNATIONAL TRAINING CENTER, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,"518 Narra Street, Cembo, Makati City",14.5635915,121.0517681,valid,13,13815,1381500,1381500029
TESDA01477,FIRST GEAR TECHNICAL INSTITUTE AND ASSESSMENT CENTER INC.,NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Assessment Center Only,"1092 Chino Roces Ave., Brgy. Tejeros Makati City",14.5715,121.01416,valid,13,13803,1380300,1380300029
TESDA01478,"FIRST PLACE TRAINING AND ASSESSMENT CENTER, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Fourth District,PASMAK,,,,,,,Both,"1901 Einstein St. San Isidro, City Of Makati, Fourth District, National Capital Region (ncr) 1234",14.554693,121.0013343,valid,13,13803,1380300,1380300024
TESDA01479,"FOREMOST ACCREDITATION SECURITY TRAINING SCHOOL, INC.",NCR,National Capital Region (NCR),Metropolitan Manila Third District,CAMANAVA,,,,,,,Both,"34 Gov. W. Pascual Avenue, Acacia, Malabon City",14.66942,120.969994,valid,13,13804,1380400,1380400001
TESDA01480,FPTI-PUNLAAN SCHOOL,NCR,National Capital Region (NCR),Metropolitan Manila Second District,PAMAMARISAN,,,,,,,Both,"173 M. Paterno St., San Juan City",14.60797,121.03271,valid,13,13814,1381400,1381400012
