tesda_inst_id,name,region,old_region,province,old_province,city_municipality,old_city_municipality,district,municipality_class,type_of_institution,classification,institution_classification,address,latitude,longitude,coord_status,psgc_observed_region,psgc_observed_province,psgc_observed_municity,psgc_observed_barangay
TESDA04894,ProviCare Corporation Operating Under the Name of ProviCare Training Center,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Naga City,Naga City,3rd,Component,Private,TVI,Provider Only,"Unit 1, SouthPoolSide Commercial Building, Mayon Avenue corner Bonifacio Street, Concepcion Pequena, Naga City",13.62231,123.19488,valid,05,05017,0501724,0501724010
TESDA04895,"SPJ Institute of Technology & Security Training Center, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Naga City,Naga City,3rd,Component,Private,TVI,Provider Only,"71-3 Zone 5 PMO Rd., Concepcion Grande, Naga City",13.621359,123.220203,valid,05,05017,0501724,0501724009
TESDA04896,"SPJ Institute of Technology & Security Training Center, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Naga City,Naga City,3rd,Component,Private,TVI,Provider Only,"71-3 Zone 5 PMO Rd., Concepcion Grande, Naga City",13.62135933,123.22020263,valid,05,05017,0501724,0501724009
TESDA04897,Southeast Asian Institute of Computer Technology,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Naga City,Naga City,3rd,Component,Public,LGU,Both,"2nd Floor, Camarines Sur Trade and Investment Center, BMC Road, Panganiban Drive, Naga City",13.62251,123.19783,valid,05,05017,0501724,0501724010
TESDA04898,Tagalog Cooperative Development Center (TAGCODEC),Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Naga City,Naga City,3rd,Component,Private,TVI,Provider Only,"#71 Enverga Building, Zone 3, Brgy. San Felipe, Naga City",13.63703298,123.2014,valid,05,05017,0501724,0501724026
TESDA04899,"Universidad De Sta. Isabel De Naga, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Naga City,Naga City,3rd,Component,Private,HEI,Provider Only,"Elias Angeles St., Naga City",13.62821311,123.1882401,valid,05,05017,0501724,0501724024
TESDA04900,"WRI Colleges - Metro Naga, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Naga City,Naga City,3rd,Component,Private,TVI,Provider Only,"National Highway, Concepcion Grande, Naga City",13.62196,123.21389,valid,05,05017,0501724,0501724009
TESDA04901,"IConnect Global Institute, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ocampo,Ocampo,3rd,3rd,Private,TVI,Both,"Poblacion Central, Ocampo, Camarines Sur",13.55965682,123.37623609,valid,05,05017,0501725,0501725014
TESDA04902,"IConnect Global Institute, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ocampo,Ocampo,3rd,3rd,Private,TVI,Provider Only,"Poblacion Central, Ocampo, Camarines Sur",13.55965682,123.3762361,valid,05,05017,0501725,0501725014
TESDA04903,Pasto De Iriola Agri-Tourism and Family Farm,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ocampo,Ocampo,3rd,3rd,Private,Farm School,Provider Only,"Zone 2, New Moriones, Ocampo, Camarines Sur",13.57792282,123.44821477,valid,05,05017,0501725,0501725022
TESDA04904,Pasto De Iriola Agri-Tourism and Family Farm,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ocampo,Ocampo,3rd,3rd,Private,TVI,Provider Only,"Zone 2, New Moriones, Ocampo, Camarines Sur",13.577923,123.448215,valid,05,05017,0501725,0501725022
TESDA04905,"Salvador Emiteria Agricultural Learning (SEAL) Farm, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ocampo,Ocampo,3rd,3rd,Private,Farm School,Provider Only,"Zone 3B, Pawili Site, Cagmanaba Ocampo, Camarines Sur",13.53035861,123.3482049,valid,05,05017,0501725,0501725003
TESDA04906,"Bicol International Polytechnic School, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pamplona,Pamplona,2nd,4th,Private,TVI,Provider Only,"2nd Floor Mansueto Bldg., Zone 4, Tambo, Pamplona, Camarines Sur",13.581542,123.05904,valid,05,05017,0501726,0501726017
TESDA04907,Burabod Nin Paglaom Inc.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pamplona,Pamplona,2nd,4th,Private,TVI,Both,"Zone 5, Burabod 2, Pamplona, Camarines Sur",13.591287,123.102542,valid,05,05017,0501726,0501726002
TESDA04908,Pangarap na Pag-Asa Integrated Farm & Resort,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pamplona,Pamplona,2nd,3rd,Private,Farm School,Provider Only,"Zone 5, Burabod, Pamplona, Camarines Sur",13.591727,123.1036889,valid,05,05017,0501726,0501726002
TESDA04909,Camarines Sur Institute of Fisheries and Marine Sciences,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pasacao,Pasacao,2nd,3rd,Public,TTI,Both,"Sta. Rosa del Norte, Pasacao, Camarines Sur",13.52069,123.043,valid,05,05017,0501727,0501727016
TESDA04910,Camarines Sur Institute of Fisheries and Marine Sciences,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pasacao,Pasacao,2nd,3rd,Public,TTI,Provider Only,"Sta. Rosa del Norte, Pasacao, Camarines Sur",13.52069061,123.042998,valid,05,05017,0501727,0501727016
TESDA04911,Camarines Sur Institute of Fisheries and Marine Sciences,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pasacao,Pasacao,2nd,3rd,Public,TTI,Provider Only,"Sta. Rosa del Norte, Pasacao, Camarines Sur",13.57347,123.26455,valid,05,05017,0501728,0501728020
TESDA04912,"Carmel Agri-Learning Farm, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Private,Farm School,Provider Only,"Zone 4, Binanuaanan, Pili, Camarines Sur",13.5959695,123.2902577,valid,05,05017,0501728,0501728020
TESDA04913,"Environment, Disaster Management and Emergency Response Office",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Public,LGU,Both,"Capitol Complex, Cadlan, Pili, Camarines Sur",13.59329974,123.248237,valid,05,05017,0501728,0501728005
TESDA04914,"Genesis Colleges, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Private,TVI,Provider Only,"Zone 1, Caroyroyan, Pili, Camarines Sur",13.596167,123.26814,valid,05,05017,0501728,0501728006
TESDA04915,"Genesis Colleges, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Private,TVI,Provider Only,"Zone 1, Caroyroyan, Pili, Camarines Sur",13.59616723,123.26813986,valid,05,05017,0501728,0501728006
TESDA04916,"Genesis Colleges, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Private,TVI,Provider Only,"Zone 1, Caroyroyan, Pili, Camarines Sur",13.59616723,123.2681399,valid,05,05017,0501728,0501728006
TESDA04917,Regional Training Center - V (Pili),Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Public,TTI,Provider Only,"Zone 9, San Jose, Pili, Camarines Sur",13.58691,123.27049,valid,05,05017,0501728,0501728020
TESDA04918,"Ryden International Technological Institute (R.I.T.I), Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Private,TVI,Provider Only,"Brgy. Del Rosario, Pawili, Pili, Camarines Sur",13.53633,123.298987,valid,05,05017,0501728,0501728014
TESDA04919,Solomon Flor Academy Inc.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Private,TVI,Provider Only,"3rd Floor Sam Bautista Bldg., New San Roque, Pili, Camarines Sur",13.5502098,123.278132,valid,05,05017,0501728,0501728011
TESDA04920,Yobhel Christian Academy Inc.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Pili,Pili,3rd,1st,Private,TVI,Both,"San Vicente, Pili, Camarines Sur",13.55548726,123.27726899,valid,05,05017,0501728,0501728022
TESDA04921,Arnzy Integrated Farm,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ragay,Ragay,3rd,1st,Private,Farm School,Provider Only,"Sitio Bucal, GRS, Ragay, Camarines Sur'",13.8809915,122.6672383,valid,05,05017,0501730,0501730016
TESDA04922,Christian Farmers Training Center (CFTC),Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ragay,Ragay,1st,1st,Private,Farm School,Provider Only,"Zone 5, Cabinitan, Ragay, Camarines Sur",13.772712,122.815751,valid,05,05017,0501730,0501730012
TESDA04923,Ragay Polytechnic Skills Institute,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Ragay,Ragay,1st,1st,Public,TTI,Both,"Poblacion, Ilaod, Ragay, Camarines Sur",13.819616,122.789276,valid,05,05017,0501730,0501730029
TESDA04924,"Jabonete-Postio Technical Institute, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,San Fernando,San Fernando,2nd,2nd,Private,TVI,Provider Only,"Zone 4, Bliss, Planza, San Fernando, Camarines Sur",13.56186951,123.1134884,valid,05,05017,0501732,0501732018
TESDA04925,"Camarines Sur International School (CSIS), Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Sipocot,Sipocot,1st,1st,Private,TVI,Both,"San Juan Ave., cor. Dacanay St., Brgy. South Centro, Sipocot, Camarines Sur",13.76326277,122.97581852,valid,05,05017,0501734,0501734040
TESDA04926,"Camarines Sur International School (CSIS), Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Sipocot,Sipocot,1st,1st,Private,TVI,Both,"San Juan Ave., cor. Dacanay St., Brgy. South Centro, Sipocot, Camarines Sur",13.83565276,122.95968023,valid,05,05017,0501734,0501734014
TESDA04927,"King Thomas Learning Academy, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Sipocot,Sipocot,2nd,1st,Private,TVI,Both,"Malubago, Sipocot, Camarines Sur",13.769374,122.986844,valid,05,05017,0501734,0501734025
TESDA04928,Richhand Farm School,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Sipocot,Sipocot,1st,1st,Private,TVI,Provider Only,"Brgy. Alteza, Sipocot Camarines Sur",13.7938705,122.96737966,valid,05,05017,0501734,0501734002
TESDA04929,Richhand Technical Vocational Training Institute and Assessment Center Inc. operating under the name of DreiRich Institute; and RichHand Farm School,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Sipocot,Sipocot,1st,1st,Private,TVI,Provider Only,"San Juan Ave., South Centro (Pob.) Sipocot, Camarines Sur",13.6248838,123.1952615,valid,05,05017,0501724,0501724010
TESDA04930,Governor Mariano E. Villafuerte Community College - Siruma,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Siruma,Siruma,4th,4th,Public,LUC,Provider Only,"Poblacion, Siruma, Camarines Sur",14.020451,123.2623204,valid,05,05017,0501735,0501735015
TESDA04931,"Partido Skills Training Center, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tigaon,Tigaon,4th,3rd,Private,TVI,Both,"LTO Compound, Fuentebella Highway, Poblacion Tigaon, Camarines Sur",13.63590203,123.4957665,valid,05,05017,0501736,0501736015
TESDA04932,"Sunrise Technological School (STS), Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tigaon,Tigaon,4th,3rd,Private,TVI,Both,"May-anao, Tigaon, Camarines Sur",13.62722,123.49931,valid,05,05017,0501736,0501736013
TESDA04933,Doña Barbara Integrated Farm,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tinambac,Tinambac,4th,1st,Private,Farm School,Provider Only,"Brgy. Olag, Pequeño, Tinambac, Camarines Sur",13.90448806,123.3710571,valid,05,05017,0501737,0501737036
TESDA04934,Father and Son Training and Assessment Center Corp.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tinambac,Tinambac,4th,1st,Private,TVI,Both,"Brgy. San Roque, Tinambac, Camarines Sur",13.889364,123.36586,valid,05,05017,0501737,0501737037
TESDA04935,Father and Son Training and Assessment Center Corp.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tinambac,Tinambac,4th,1st,Private,TVI,Both,"Brgy. San Roque, Tinambac, Camarines Sur",13.8893644,123.3658604,valid,05,05017,0501737,0501737037
TESDA04936,Governor Mariano E. Villafuerte Community College - Tinambac,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tinambac,Tinambac,4th,1st,Public,LUC,Provider Only,"Brgy. Sta. Cruz, Tinambac, Camarines Sur",13.80882333,123.3359705,valid,05,05017,0501737,0501737039
TESDA04937,Governor Mariano E. Villafuerte Community College - Tinambac,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tinambac,Tinambac,4th,1st,Public,LUC,Provider Only,"Brgy. Sta. Cruz, Tinambac, Camarines Sur",13.80882333,123.33597051,valid,05,05017,0501737,0501737039
TESDA04938,"SPJ International Technology Institute, Inc. - Tinambac",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tinambac,Tinambac,4th,1st,Private,HEI,Provider Only,"San Isidro, Poblacion Tinambac, Camarines Sur",13.81675623,123.32846456,valid,05,05017,0501737,0501737033
TESDA04939,"SPJ International Technology Institute, Inc. - Tinambac",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,Tinambac,Tinambac,4th,1st,Private,HEI,Both,"San Isidro, Poblacion Tinambac, Camarines Sur",13.81675623,123.3284646,valid,05,05017,0501737,0501737033
TESDA04940,ACADEMY OF CAREER EDUCATION PHILIPPINES CORPORATION,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Nvs And Sons Building Magsaysay Avenue, Concepcion Pequina, Naga City",13.356,123.9057,valid,,,,
TESDA04941,"ACLC College of Iriga City, Inc.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"2nd floor Jasaca Bldg. San Miguel, iriga City Camarines Sur",13.406034,123.375966,valid,05,05017,0501723,0501723030
TESDA04942,"ASOG TRAINING AND AGRI-TOURISM CENTER, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Zone 5, San Isidro, Naga City, Camarines Sur",13.62529784,123.2579914,valid,05,05017,0501724,0501724028
TESDA04943,"BERMUDEZ CENTER FOR ARTS AND TECHNOLOGY, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"San Juan St., Minalabac, Camarines Sur",13.189058,123.189058,valid,,,,
TESDA04944,"BICOL ACADEMY OF HEALTH SCIENCES AND TECHNICAL VOCATIONAL SKILLS, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"#30 Mayon Avenue Conception Pequeña, Naga City Camarines Sur",13.624001,123.195139,valid,05,05017,0501724,0501724010
TESDA04945,"BURABOD NIN PAGLAOM, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Zone 5, Burabod, Pamplona, Camarines Sur",13.59079642,123.1039554,valid,05,05017,0501726,0501726002
TESDA04946,"CAMARINES SUR II ELECTRIC COOPERATIVE, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Del Rosario, Naga City",13.371,123.1356,valid,,,,
TESDA04947,CAMARINES SUR INSTITUTE OF FISHERIES AND MARINE SCIENCES,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Sta Rosa Del Norte, Pasacao, Camarines Sur",13.519082,123.043229,valid,05,05017,0501727,0501727016
TESDA04948,"CAMARINES SUR INTERNATIONAL SCHOOL (CSIS), INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Omega Gold Bldg. San Vicente, Pili, Camarines Sur",13.55489,123.27532,valid,05,05017,0501728,0501728022
TESDA04949,"CAMARINES SUR INTERNATIONAL SCHOOL, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Km 9, Zone 1, Pacaol, Naga City, Camarines Sur",13.659515,123.253152,valid,05,05017,0501724,0501724020
TESDA04950,"CAMARINES SUR INTERNATIONAL SCHOOL, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"San Juan. Cor. Dacanay, Brgy. South Centro Sipocot, Camarines  Sur",13.766743,122.983362,valid,05,05017,0501734,0501734028
TESDA04951,"CAMARINES SUR INTERNATIONAL SCHOOL, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Calagbangan, Sipocot, Camarines Sur",13.83756,122.96135,valid,05,05017,0501734,0501734014
TESDA04952,CAMO INTEGRATED SCHOOL (CIS) INC.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Zone-3-san Agustin, Pili Camarines Sur",76.270749,1.879826,out_of_bounds,,,,
TESDA04953,"CEBU CALL CENTER ACADEMY, INC",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"3rd Floor Contreras Building, Rizal St. San Roque, Iriga City",13.4207245,123.4096895,valid,05,05017,0501716,0501716020
TESDA04954,CEGUERA TECHNOLOGICAL COLLEGES - IRIGA CITY CAMARINES SUR,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Highway 1, 289 Francia, 4434 Iriga City Camarines Sur",13.417842,123.401122,valid,05,05017,0501716,0501716004
TESDA04955,CENTRAL BICOL STATE UNIVERSITY OF AGRICULTURE,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"San Jose, Pili, Camarines Sur",13.47688565,123.2710097,valid,05,05017,0501706,0501706027
TESDA04956,CITY COLLEGE OF NAGA,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"J. Miranda Avenue, Naga City",13.61823,123.2390006,valid,05,05017,0501724,0501724012
TESDA04957,DELOVERGES AGRI-FARM,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Zone 1, Panoypoyan, Bula Camarines Sur",13.45725,123.2618,valid,05,05017,0501706,0501706019
TESDA04958,"DON BOSCO TRAINING CENTER OF NAGA, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Km. 13 Carolina, Naga City",13.66482,123.494515,valid,05,05017,0501736,0501736021
TESDA04959,ENVIROMENT DISASTER MANAGEMENT AND EMERGENCY RESPONSE OFFICE (EDMERO),Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Capitol Complex, Cadlan, Pili Camarines Sur",13.3535,123.1453,valid,,,,
TESDA04960,FATHER AND SON TRAINING AND ASSESSMENT CENTER CORPORATION,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Barangay San Roque, Tinambac, Camarines Sur",13.53208,123.21567,valid,05,05017,0501722,0501722006
TESDA04961,"GENESIS COLLEGES, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Zone 4, San Juan, Pili, Camarines Sur",13.55829,123.27556,valid,05,05017,0501728,0501728022
TESDA04962,"GENESIS COLLEGES, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Zone 1, Caroyroyan, Pili, Camarines Sur",13.59616723,123.2681399,valid,05,05017,0501728,0501728006
TESDA04963,"GENOVA TECHNOLOGICAL INSTITUTE, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"229 Kamalig Ni Genova, Ibid, Libmanan Camarines Sur",13.7106307,123.0260173,valid,05,05017,0501718,0501718076
TESDA04964,"GLOBAL SITE FOR IT STUDIES, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Zone 1, Balabag, Milaor Camarines Sur",13.66482,123.494515,valid,05,05017,0501736,0501736021
TESDA04965,"HOLY TRINITY COLLEGE OF CAM. SUR, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Don D. B. Fortuno St. Santiago, Bato, Camarines Sur",13.21099,123.22252,valid,,,,
TESDA04966,"I.T. INSTITUTE OF ASIA AND AMERICA, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"3rd Flr. Alisago Complex, San Francisco, Nabua, Cam. Sur",13.40801775,123.3749934,valid,05,05017,0501723,0501723022
TESDA04967,"I.T. INSTITUTE OF ASIA AND AMERICA, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Zone 3 Sto. Domingo, Milaor Camarines Sur",13.6,123.18,valid,05,05017,0501721,0501721019
TESDA04968,"ICONNECT GLOBAL INSTITUTE, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Poblacion Central, Ocampo, Camarines Sur",13.5554403,123.3684533,valid,05,05017,0501725,0501725009
TESDA04969,"KING THOMAS LEARNING ACADEMY, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Malubago, Sipocot, Camarines Sur",13.769048,122.986813,valid,05,05017,0501734,0501734025
TESDA04970,"LOGICZ COMPUTER TRAINING CENTER, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"3rd Flr. Nfc Bldg. Zone ! Dayandang Naga City, Camarines Sur",13.62709418,123.1901425,valid,05,05017,0501724,0501724031
TESDA04971,"MARINER'S ASSESSMENT CENTER OF NAGA CITY, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Panganiban Drive, Naga City Camarines Sur",13.6225754,123.189952,valid,05,05017,0501724,0501724032
TESDA04972,"NAGA COLLEGE FOUNDATION, INC",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"M.t. Villanueva Avenue, Naga City Camarines Sur, Philippines 4400",13.6332227,123.1930101,valid,05,05017,0501724,0501724024
TESDA04973,"OLIVEROS COLLEGE (OCI), INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"San Francisco, Iriga City",13.419677,123.412185,valid,05,05017,0501716,0501716016
TESDA04974,"PARTIDO SKILLS TRAINING CENTER, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Lto Compound, Aguinaldo St. Poblacion, Tigaon,camarines Sur",13.635796,123.495669,valid,05,05017,0501736,0501736015
TESDA04975,PASTO DE IRIOLA TRAINING AND CENTER CORPORATION,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Zone 2 New Moriones Iv, Ocampo, Camarines Sur",13.343874,123.2656,valid,05,05017,0501702,0501702019
TESDA04976,"PHILIPPINE HEALTHCARE SKILLS TRAINING AND ASSESSMENT CENTER, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"2nd Flr. Emily Arcade, Peñafrancia Ave. zone 1, San Francisco, Naga City Camarines Sur",13.6258,123.186852,valid,05,05017,0501724,0501724027
TESDA04977,PIXELFUSION ACADEMY INC.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Santa Lucia (poblacion) Magarao, Camarines Sur",13.66458003,123.2004307,valid,05,05017,0501720,0501720013
TESDA04978,PROVICARE TRAINING CENTER,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Unit 1, South Poolside Tourist Inn, Mayon Avenue, Concepcion Pequeña, Naga City, Camarines Sur",13.62231,123.19488,valid,05,05017,0501724,0501724010
TESDA04979,PROVINCIAL TRAINING CENTER - LIBMANAN,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Bahay Libmanan, Camarines Sur",13.4218,122.5918,valid,04,04056,0405640,0405640005
TESDA04980,RAGAY POLYTECHNIC SKILLS INSTITUTE,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Poblacion Ilaod, Ragay , Camarines Sur",13.8195,122.789098,valid,05,05017,0501730,0501730029
TESDA04981,REGIONAL TRAINING CENTER-SAN JOSE PILI,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"San Jose Pili, Camarines Sur",13.58688565,123.2710097,valid,05,05017,0501728,0501728020
TESDA04982,"RICHHAND TECHNICAL AND VOCATIONAL TRAINING CENTER, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"San Juan Avenue South Centro Sipocot, Camarines Sur",13.76331,122.97683,valid,05,05017,0501734,0501734040
TESDA04983,"RYDEN INTERNATIONAL TECHNOLOGICAL INSTITUTE (R.I.T.I), INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Zone 2, San Agustin Canaman, Camarines Sur",13.646053,123.183492,valid,05,05017,0501710,0501710012
TESDA04984,"RYDEN INTERNATIONAL TECHNOLOGICAL INSTITUTE (R.I.T.I)., INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Barangay Del Rosario Pawili, Pili, Camarines Sur",13.5186663,123.296796,valid,05,05017,0501706,0501706020
TESDA04985,SOUTHEAST ASIAN INSTITUTE OF COMPUTER TECHNOLOGY,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Trade & Investment Center, Bmc Road, Panganiban Drive, Naga City",13.622686,123.197848,valid,05,05017,0501724,0501724010
TESDA04986,"SPJ INTERNATIONAL TECHNOLOGIAL INSTITUTE, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"Golden Annex, Sta. Isabel, Calabanga, Camarines Sur",483.200879,123.706168,out_of_bounds,,,,
TESDA04987,SPJ INTERNATIONAL TECHNOLOGY INSTITUTE INC. TINAMBAC,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"San Isidro Poblacion, Tinambac, Camarines Sur",13.8168583,123.3275376,valid,05,05017,0501737,0501737018
TESDA04988,"SUNRISE TECHNOLOGICAL SCHOOL, (STS), INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,May-anao Tigaon Camarines Sur,13.61769,123.50815,valid,05,05017,0501736,0501736013
TESDA04989,TERRA NOVA ACADEMY INC.,Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"Pan- Regalado Building San Jose St. Goa, Camarines Sur",13.69803,123.49329,valid,05,05017,0501715,0501715027
TESDA04990,"UNIVERSITY OF NUEVA CACERES, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Assessment Center Only,"University Of Nueva Caceres, J. Hernandez Avenue, Sta Cruz 4400, Naga City, Camarines Sur",13.62478616,123.1825437,valid,05,05017,0501724,0501724029
TESDA04991,"YOBHEL CHRISTIAN ACADEMY, INC.",Region V,Region V - Bicol,Camarines Sur,Camarines Sur,,,,,,,Both,"San Vicente, Pili, Camarines Sur",13.55544,123.27731,valid,05,05017,0501728,0501728022
TESDA04992,Provincial Training Center - Catanduanes,Region V,Region V - Bicol,Catanduanes,Catanduanes,Baras,Baras,Lone,5th,Public,TTI,Both,"San Lorenzo, Baras, Catanduanes",13.66190982,124.37089286,valid,05,05020,0502002,0502002003
TESDA04993,Provincial Training Center - Catanduanes,Region V,Region V - Bicol,Catanduanes,Catanduanes,Baras,Baras,Lone,5th,Public,TTI,Provider Only,"San Lorenzo, Baras, Catanduanes",13.66190982,124.3708929,valid,05,05020,0502002,0502002003
TESDA04994,Provincial Training Center - Catanduanes,Region V,Region V - Bicol,Catanduanes,Catanduanes,Baras,Baras,Lone,5th,Public,TTI,Provider Only,"San Lorenzo, Baras, Catanduanes",13.66191,124.370893,valid,05,05020,0502002,0502002003
