uii_code,name,region,province,city_municipality,sector,latitude,longitude,coord_status,is_multi_campus
,AMA Computer College-Cotabato City,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2216421,124.2513046,valid,False
,Abubakar Computer Learning Center Foundation,BARMM,Tawi-Tawi,Bongao,Private,5.0123546,119.7655842,valid,False
,Academia de Tecnologia in Mindanao,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2046668,124.2310439,valid,False
,Adiong Memorial Polytechnic State College,BARMM,Lanao Del Sur,DITSAAN-RAMAIN,Public SUC Main,7.9787345,124.3612369,valid,False
,Al Bangsamoro Shari'ah and Professional Education College,BARMM,Lanao del Sur,Marawi City,Private,8.0051434,124.2801452,valid,False
,Antonio R. Pacheco College,BARMM,CITY OF COTABATO,Cotabato City,Private,7.217,124.2480011,valid,False
,As-Salihein Integrated School Foundation,BARMM,Lanao del Sur,Tamparan,Private,7.8740788,124.3295686,valid,False
,Asma Khadijah Islamic Academy,BARMM,Lanao del Sur,Picong,Private,7.6907181,123.9415518,valid,False
,Bai Malgen Mama College,BARMM,Maguindanao,DATU ODIN SINSUAT,Private,7.188889,124.183889,valid,False
,Balabagan Trade School,BARMM,Lanao Del Sur,Balabagan,OGS,7.5099424,124.1382876,valid,False
,Basilan State College-Lamitan,BARMM,Basilan,Lamitan City,Public SUC Satellite,6.6926507,121.9606911,valid,False
,Basilan State College-Maluso,BARMM,Basilan,Maluso,Public SUC Satellite,6.6926507,121.9606911,valid,False
,Basilan State College-Sta. Clara,BARMM,Basilan,Lamitan City,Public SUC Satellite,6.6926507,121.9606911,valid,False
,Basilan State College-Tipo-Tipo,BARMM,Basilan,Tipo-Tipo,Public SUC Satellite,6.6926507,121.9606911,valid,False
,Binnor Pangandaman Integrated College,BARMM,Lanao del Sur,Wao,Private,7.6675967,124.7077665,valid,False
,Bubong Marzok Memorial Foundation College,BARMM,Lanao Del Sur,Marawi City,Private,8.001945,124.2873617,valid,False
,Cali Paramedical College Foundation,BARMM,Lanao Del Sur,Marawi City,Private,8.0204892,124.2714321,valid,False
,Central Sulu College,BARMM,Sulu,Siasi,Private,5.5445782,120.8142574,valid,False
,Coland Systems Technology,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2164104,124.2450265,valid,False
,Colegio de Upi,BARMM,Maguindanao,Upi,Private,7.0111525,124.1561129,valid,False
12008b,Cotabato Foundation College of Science and Technology-Datu Montawal Campus,BARMM,Maguindanao,Pagagawan,Public SUC Satellite,7.2105459,124.2440172,valid,False
12006,Cotabato State University,BARMM,CITY OF COTABATO,Cotabato City,Public SUC Main,7.2120945,124.2452807,valid,False
,Dansalan Polytechnic College,BARMM,Lanao Del Sur,Marawi City,Private,8.0106974,124.2899954,valid,False
,Datu Blo Umpar Adiong Agricultural School Foundation,BARMM,Lanao Del Sur,Marawi City,Private,7.9892902,124.2675433,valid,False
,Datu Ibrahim Paglas Memorial College,BARMM,Maguindanao,Datu Paglas,Private,6.76694,124.849999,valid,False
,Datu Mala Muslim Mindanao Islamic College Foundation,BARMM,Lanao del Sur,Marawi City,Private,8.0018209,124.2749633,valid,False
,De La Vida College,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2205263,124.2517949,valid,False
,Del Sur Good Shepherd College,BARMM,Lanao Del Sur,Wao,Private,7.6447756,124.7265496,valid,False
,Dr. P. Ocampo Colleges,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2095055,124.2474109,valid,False
,Eastern Kutawato College,BARMM,Maguindanao,Buluan,Private,6.7161898,124.7923736,valid,False
,Enthusiastic College,BARMM,Maguindanao,Buldon,Private,7.3728193,124.4087307,valid,False
,Gani L. Abpi College,BARMM,Maguindanao,Datu Piang,Private,7.0254773,124.4964046,valid,False
,General Diamongun K. Mangondato College of Agriculture and Fisheries,BARMM,Lanao del Sur,Masiu,Private,7.8048488,124.3141282,valid,False
,Hadji Butu School of Arts and Trades,BARMM,Sulu,JOLO (Capital),OGS,5.9691815,121.1252135,valid,False
,Hadji Datu Saidona Pendatun Foundation College,BARMM,Maguindanao,GEN. S. K. PENDATUN,Private,6.8259873,124.7529437,valid,False
,Hardam Furigay Colleges Foundation,BARMM,Basilan,Lamitan City,Private,6.6557471,122.1344419,valid,False
,Headstart College of Cotabato,BARMM,CITY OF COTABATO,Cotabato City,Private,7.1823052,124.2242221,valid,False
,Illana Bay Integrated Computer College,BARMM,Maguindanao,Parang,Private,7.3752172,124.2655467,valid,False
,Iqra Development Academy,BARMM,Lanao del Sur,Tamparan,Private,7.8725206,124.3365882,valid,False
,Iranun Foundation College,BARMM,Lanao del Sur,Kapatagan,Private,7.4657737,124.1865669,valid,False
,Jamiat Cotabato and Institute of Technology,BARMM,CITY OF COTABATO,Cotabato City,Private,7.186547,124.2244311,valid,False
,Jamiatu Dansalan Al-Islamia Foundation,BARMM,Lanao del Sur,Marawi City,Private,8.0077394,124.289408,valid,False
,Jamiatu Marawi Al-Islamia Foundation,BARMM,Lanao Del Sur,Marawi City,Private,8.0115593,124.2849917,valid,False
,Jamiatu Muslim Mindanao,BARMM,Lanao Del Sur,Marawi City,Private,8.0115593,124.2849917,valid,False
,Jamiatul Philippine Al-Islamia,BARMM,Lanao Del Sur,Marawi City,Private,8.000129,124.2831667,valid,False
,Khadijah Mohammad Islamic Academy,BARMM,Lanao Del Sur,Marawi City,Private,8.0042836,124.2808337,valid,False
,Kutawato Darrusalam College,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2105459,124.2440172,valid,False
,Lake Lanao College,BARMM,Lanao Del Sur,Marawi City,Private,8.0106213,124.297718,valid,False
,Lamitan Technical Institute,BARMM,Basilan,Lamitan City,Private,6.6574218,122.1405649,valid,False
,Lanao Agricultural College,BARMM,Lanao Del Sur,Lumbatan,OGS,7.7844405,124.2552032,valid,False
,Lanao Central College,BARMM,Lanao Del Sur,Marawi City,Private,8.0050364,124.2806496,valid,False
,Lanao Educational Institute,BARMM,Lanao Del Sur,Malabang,Private,7.593436,124.0720242,valid,False
,Lanao Islamic Paramedical College Foundation,BARMM,Lanao Del Sur,Marawi City,Private,8.0126954,124.280025,valid,False
,Lapak Agricultural School,BARMM,Sulu,Siasi,OGS,5.5451412,120.8227386,valid,False
,Mahardika Institute of Technology,BARMM,Tawi-Tawi,Bongao,Private,5.1041799,119.8119965,valid,False
,Mapandi Memorial College,BARMM,Lanao Del Sur,Marawi City,Private,8.007333,124.2918556,valid,False
,Maranao Islamic Institute - Ma'Had Maranao Al-Islamie,BARMM,Lanao del Sur,Tamparan,Private,7.8689757,124.3339642,valid,False
,Marawi Capitol College Foundation,BARMM,Lanao Del Sur,Marawi City,Private,7.917188,124.207549,valid,False
,Marawi Islamic College,BARMM,Lanao Del Sur,Marawi City,Private,8.0126954,124.280025,valid,False
,Mariam School of Nursing,BARMM,Basilan,Lamitan City,Private,6.66152,122.1060028,valid,False
,Masiricampo Abantas Memorial Educational Center,BARMM,Lanao Del Sur,Marawi City,Private,8.0034179,124.2791398,valid,False
,Mindanao Autonomous College Foundation,BARMM,Basilan,Lamitan City,Private,6.66152,122.106003,valid,False
,Mindanao Autonomous College Foundation-Maluso,BARMM,Basilan,Maluso,Private,6.5398734,121.877966,valid,False
,Mindanao Capitol College,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2257479,124.2462921,valid,False
,Mindanao Institute of Healthcare Professionals,BARMM,Lanao Del Sur,Marawi City,Private,8.0033753,124.2843708,valid,False
,Mindanao Islamic Computer College,BARMM,Lanao Del Sur,Marawi City,Private,8.0177913,124.2748825,valid,False
,Mindanao State University-Lanao National College of Arts and Trades,BARMM,Lanao Del Sur,Marawi City,Public SUC Satellite,8.0061417,124.2906635,valid,False
,Mindanao State University-Maguindanao,BARMM,Maguindanao,DATU ODIN SINSUAT,Public SUC Satellite,7.0147241,124.3220143,valid,False
,Mindanao State University-Main Campus Marawi City,BARMM,Lanao Del Sur,Marawi City,Public SUC Main,7.9976116,124.2618724,valid,False
,Mindanao State University-Sulu Development Technical College,BARMM,Sulu,JOLO (Capital),Public SUC Satellite,6.0471219,121.0155181,valid,False
,Mindanao State University-Tawi-Tawi College of Technology and Oceanography,BARMM,Tawi-Tawi,Bongao,Public SUC Satellite,5.0386419,119.7437846,valid,False
,Mindanaoan Integrated Academy,BARMM,Lanao del Sur,Wao,Private,7.6172999,124.7215828,valid,False
,Muslim Mindanao Integrated College Academy,BARMM,Lanao del Sur,Marawi City,Private,7.9995751,124.2844476,valid,False
,Notre Dame Center For Catechesis,BARMM,CITY OF COTABATO,Cotabato City,Private,7.217596,124.245812,valid,False
,Notre Dame Hospital and School of Midwifery,BARMM,CITY OF COTABATO,Cotabato City,Private,7.1980929,124.2376807,valid,False
,Notre Dame RVM College of Cotabato,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2144627,124.2438659,valid,False
,Notre Dame University,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2151947,124.2496814,valid,False
,Notre Dame of Jolo College,BARMM,Sulu,JOLO (Capital),Private,6.0547569,121.0050627,valid,False
,Pacasum College,BARMM,Lanao Del Sur,Marawi City,Private,7.999128,124.2911,valid,False
,Parang Foundation College,BARMM,Maguindanao,Parang,Private,7.333333,124.316667,valid,False
,Philippine Engineering and Agro-Industrial College,BARMM,Lanao Del Sur,Marawi City,Private,8.0046369,124.2564348,valid,False
,Philippine Last Frontier College,BARMM,Tawi-Tawi,Bongao,Private,5.1041783,119.8120795,valid,False
,Philippine Muslim Teachers' College,BARMM,Lanao Del Sur,Marawi City,Private,8.00179,124.282733,valid,False
,RC-Al Khwarizmi International College Foundation,BARMM,Lanao Del Sur,Marawi City,Private,8.001377,124.2712012,valid,False
,Regional Madrasah Graduate Academy,BARMM,Maguindanao,Buluan,OGS,6.8666701,124.75,valid,False
,SAL Foundation College,BARMM,Maguindanao,Parang,Private,7.3863555,124.2604628,valid,False
,SPA College,BARMM,Maguindanao,Datu Piang,Private,7.03333,124.5,valid,False
,STI College-Cotabato,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2257957,124.2466317,valid,False
,Saffrullah M. Dipatuan Foundation Academy,BARMM,Lanao Del Sur,Marawi City,Private,7.99826,124.2809982,valid,False
,Senator Ninoy Aquino College Foundation-Marawi,BARMM,Lanao Del Sur,Marawi City,Private,8.0057884,124.3163357,valid,False
,Shariff Kabunsuan College,BARMM,CITY OF COTABATO,Cotabato City,Private,7.2218289,124.2343641,valid,False
,Shariff Kabunsuan College (Annex),BARMM,Maguindanao,Parang,Private,7.333333,124.316667,valid,False
,South Upi College,BARMM,Maguindanao,South Upi,Private,6.8510318,124.1976882,valid,False
,Southwestern Mindanao Islamic Institute,BARMM,Sulu,JOLO (Capital),Private,6.052749,120.9991182,valid,False
,St. Benedict College of Cotabato,BARMM,CITY OF COTABATO,Cotabato City,Private,7.1961639,124.243518,valid,False
,St. Benedict College of Maguindanao,BARMM,Maguindanao,Parang,Private,7.3331287,124.2310439,valid,False
,Sultan Kudarat Islamic Academy Foundation College,BARMM,Maguindanao,SULTAN KUDARAT (NULING),Private,7.2319424,124.252471,valid,False
,Sulu College of Technology,BARMM,Sulu,Indanan,Private,6.0495114,120.9976338,valid,False
,Sulu State College,BARMM,Sulu,JOLO (Capital),Public SUC Main,6.0508818,121.0128942,valid,False
,Tamparan Populace Islamic College,BARMM,Lanao del Sur,Tamparan,Private,7.8725206,124.3365882,valid,False
,Tawi-Tawi Regional Agricultural College,BARMM,Tawi-Tawi,Bongao,Public SUC Main,5.0250618,119.7603174,valid,False
,Tawi-Tawi Regional Agricultural College - Languyan,BARMM,Tawi-Tawi,Languyan,Public SUC Satellite,5.104153,119.81202,valid,False
,Tawi-Tawi Regional Agricultural College - Sibutu,BARMM,Tawi-Tawi,Sibutu,Public SUC Satellite,4.7814149,119.4759634,valid,False
,Tawi-Tawi Regional Agricultural College - Tarawakan,BARMM,Tawi-Tawi,Bongao,Public SUC Satellite,5.0250618,119.7603174,valid,False
,Tawi-Tawi Regional Agricultural College-Simunul,BARMM,Tawi-Tawi,Simunul,Public SUC Satellite,5.0250618,119.7603174,valid,False
,Tawi-Tawi School of Midwifery,BARMM,Tawi-Tawi,Bongao,Private,5.031389,119.773374,valid,False
,Unda Memorial National Agricultural School,BARMM,Lanao Del Sur,Masiu,OGS,7.8166667,124.3166667,valid,False
,Universal College Foundation of Southeast Asia and the Pacific,BARMM,Basilan,Lamitan City,Private,6.661519,122.1064668,valid,False
15059,University of Southern Mindanao - Buluan,BARMM,Maguindanao,Buluan,Public SUC Satellite,6.7432665,124.8016945,valid,False
,Upi Agricultural School-Provincial Technical Institute of Agriculture,BARMM,Maguindanao,Upi,OGS,6.8333302,124.1500015,valid,False
,Wisdom International School for Higher Education Studies,BARMM,Lanao Del Sur,Marawi City,Private,8.0026949,124.291901,valid,False
14040,AMA Computer College-Baguio,CAR,Benguet,Baguio City,Private,16.4227181,120.5926182,valid,False
,Abra State Institute of Science and Technology-Bangued,CAR,Abra,BANGUED (Capital),Public SUC Satellite,17.5881996,120.6309967,valid,False
,Abra State Institute of Science and Technology-Main,CAR,Abra,Lagangilang,Public SUC Main,17.6090194,120.7380484,valid,False
14003,Abra Valley Colleges,CAR,Abra,BANGUED (Capital),Private,17.596565,120.6170749,valid,False
14031,Apayao State College-Luna,CAR,Apayao,Luna,Public SUC Satellite,18.3323408,121.3783732,valid,False
14004,Apayao State College-Main,CAR,Apayao,Conner,Public SUC Main,17.8087364,121.2946177,valid,False
14053,BSBT College,CAR,Benguet,Baguio City,Private,16.4299294,120.5966187,valid,False
14037,BVS College,CAR,Benguet,LA TRINIDAD (Capital),Private,16.4484432,120.5902787,valid,False
14005,Baguio Central University,CAR,Benguet,Baguio City,Private,16.4174682,120.5965085,valid,False
14036,Baguio College of Technology,CAR,Benguet,Baguio City,Private,16.4123024,120.5961947,valid,False
14007,Benguet State University-Bokod Campus,CAR,Benguet,Bokod,Public SUC Satellite,16.5197621,120.8317132,valid,False
14009,Benguet State University-Buguias Campus,CAR,Benguet,Buguias,Public SUC Satellite,16.7491571,120.8368171,valid,False
14008,Benguet State University-Main,CAR,Benguet,LA TRINIDAD (Capital),Public SUC Main,16.4543609,120.5902746,valid,False
14008a,Benguet State University-Open University,CAR,Benguet,LA TRINIDAD (Capital),Public SUC Satellite,16.4496134,120.5907494,valid,False
14024,Casiciaco Recoletos Seminary,CAR,Benguet,Baguio City,Private,16.4122336,120.5792926,valid,False
14039,Cordillera A+ Computer Technology College,CAR,Kalinga,Tabuk City,Private,17.4064007,121.3199997,valid,False
14010,Cordillera Career Development College,CAR,Benguet,LA TRINIDAD (Capital),Private,16.456952,120.5773682,valid,False
14045,Data Center College of the Philippines of Baguio City,CAR,Benguet,Baguio City,Private,16.4152244,120.5994743,valid,False
14042,Data Center College of the Philippines of Bangued-Abra,CAR,Abra,BANGUED (Capital),Private,17.5881996,120.6309967,valid,False
14011,Divine Word College of Bangued,CAR,Abra,BANGUED (Capital),Private,17.59447,120.6162154,valid,False
14028,Easter College,CAR,Benguet,Baguio City,Private,16.4235296,120.5869695,valid,False
14012,Ifugao State University - Lagawe Campus,CAR,Ifugao,LAGAWE (Capital),Public SUC Satellite,16.8004907,121.1136556,valid,False
14013,Ifugao State University - Main,CAR,Ifugao,Lamut,Public SUC Main,16.7176413,121.172558,valid,False
14014,Ifugao State University - Potia,CAR,Ifugao,Alfonso Lista,Public SUC Satellite,16.8843064,121.4667342,valid,False
14034,Ifugao State University - Tinoc,CAR,Ifugao,Tinoc,Public SUC Satellite,16.6826831,120.9324839,valid,False
14066,Ifugao State University-Aguinaldo,CAR,Ifugao,Aguinaldo,Public SUC Satellite,16.7176413,121.172558,valid,False
14065,Ifugao State University-Hapao,CAR,Ifugao,Hungduan,Public SUC Satellite,16.8260318,120.9886427,valid,False
02061,International School of Asia and the Pacific,CAR,Kalinga,Tabuk City,Private,17.4255182,121.4775812,valid,True
14043,Kalinga Colleges of Science and Technology,CAR,Kalinga,Tabuk City,Private,17.4125188,121.440827,valid,False
14029,Kalinga State University-Dagupan,CAR,Kalinga,Tabuk City,Public SUC Satellite,17.4708028,121.4651697,valid,False
14015,Kalinga State University-Main,CAR,Kalinga,Tabuk City,Public SUC Main,17.4022858,121.4377469,valid,False
14058,Kalinga State University-Rizal,CAR,Kalinga,Rizal,Public SUC Satellite,17.5427965,121.5762034,valid,False
14032,Keystone College,CAR,Benguet,Baguio City,Private,16.4015388,120.5942429,valid,False
14050,King's College of the Philippines-Benguet,CAR,Benguet,LA TRINIDAD (Capital),Private,16.4452765,120.5881071,valid,False
14017,Mountain Province State University-Main,CAR,Mt. Province,Bontoc,Public SUC Main,17.091256,121.0105733,valid,False
14019,Mountain Province State University-Tadian,CAR,Mt. Province,Tadian,Public SUC Satellite,16.9660794,120.8154358,valid,False
14063,Philippine College of Ministry,CAR,Benguet,LA TRINIDAD (Capital),Private,16.4423696,120.5532483,valid,False
,Philippine Military Academy,CAR,Benguet,Baguio City,OGS,16.360888,120.619414,valid,False
14016,Philippine Nazarene College,CAR,Benguet,LA TRINIDAD (Capital),Private,16.4439597,120.5796457,valid,False
14020,Pines City Colleges,CAR,Benguet,Baguio City,Private,16.4260293,120.5946832,valid,False
14059,Remnant International College,CAR,Benguet,Baguio City,Private,16.3890725,120.5994514,valid,False
,STI College-Baguio,CAR,Benguet,Baguio City,Private,16.4210626,120.5971987,valid,False
14021,Saint Louis College of Bulanao,CAR,Kalinga,Tabuk City,Private,17.4109068,121.4456784,valid,False
14022,Saint Louis University,CAR,Benguet,Baguio City,Private,16.4190055,120.5971225,valid,False
14051,Saint Tonis College,CAR,Kalinga,Tabuk City,Private,17.4116402,121.4421982,valid,False
14023,San Pablo Major Seminary,CAR,Benguet,Baguio City,Private,16.3981725,120.5774794,valid,False
14068,Star College,CAR,Benguet,LA TRINIDAD (Capital),Private,16.446593,120.58775,valid,False
14067,Theological Foundation for Asia (Asia Pacific Theological Seminary),CAR,Benguet,Baguio City,Private,16.4283492,120.6230187,valid,False
14026,University of Baguio,CAR,Benguet,Baguio City,Private,16.415128,120.5974765,valid,False
14006,University of the Cordilleras,CAR,Benguet,Baguio City,Private,16.40875,120.5978032,valid,False
,University of the Philippines-Baguio,CAR,Benguet,Baguio City,Public SUC Satellite,16.4052448,120.5985918,valid,False
14054,Xijen College of Mt. Province,CAR,Mt. Province,Bontoc,Private,17.093007,120.9769172,valid,False
16019,ACLC College of Butuan City,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.943786,125.523082,valid,False
10004,Agusan Colleges,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9465867,125.5442454,valid,False
10006,Agusan Del Sur State College of Agriculture and Technology,CARAGA,Agusan Del Sur,Bunawan,Public SUC Main,8.1692546,126.0035237,valid,False
10005,Agusan del Sur College,CARAGA,Agusan Del Sur,Bayugan City,Private,8.7154347,125.7449207,valid,False
11003,Andres Soriano Colleges of Bislig,CARAGA,Surigao Del Sur,Bislig City,Private,8.1838453,126.3582698,valid,False
10010,Asian College Foundation,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9432158,125.5182889,valid,False
16015,Balite Institute of Technology-Butuan,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9535628,125.5419664,valid,False
16018,Bucas Grande Foundation College,CARAGA,Surigao Del Norte,Socorro,Private,9.6158903,125.9627328,valid,False
10015,Butuan City Colleges,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9484004,125.5405257,valid,False
10016,Butuan Doctors' College,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9438392,125.5217533,valid,False
16026,Candelaria Institute of Technology of Cabadbaran,CARAGA,Agusan del Norte,Cabadbaran City,Private,9.1234034,125.5315762,valid,False
16004,Caraga Institute of Technology,CARAGA,Agusan Del Norte,Kitcharao,Private,9.458931,125.575825,valid,False
16032,Caraga School of Business,CARAGA,Agusan Del Sur,Bayugan City,Private,8.7134852,125.7483168,valid,False
10058,Caraga State University-Cabadbaran Campus,CARAGA,Agusan Del Norte,Cabadbaran City,Public SUC Satellite,9.1162924,125.5346602,valid,False
10060,Caraga State University-Main Campus,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Public SUC Main,8.9585847,125.5957578,valid,False
16005,De La Salle John Bosco College,CARAGA,Surigao Del Sur,Bislig City,Private,8.1803301,126.3542111,valid,False
10026,Don Jose Ecleo Memorial Foundation College of Science and Technology,CARAGA,Dinagat Islands,San Jose,Private,10.0083333,125.5888889,valid,False
10027,Elisa R. Ochoa Memorial Northern Mindanao School of Midwifery,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9479651,125.5443714,valid,False
10090,Father Saturnino Urios University,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9479202,125.5420479,valid,False
16021,Hinatuan Southern College,CARAGA,Surigao Del Sur,Hinatuan,Public LUC,8.3689348,126.3340213,valid,False
16012,Holy Child Colleges of Butuan City,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9415851,125.5378577,valid,False
16031,Merchant Marine Academy of Caraga,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.955713,125.5410927,valid,False
16006,Mt. Carmel College of San Francisco,CARAGA,Agusan Del Sur,San Francisco,Private,8.5060472,125.9750506,valid,False
11071,North Eastern Mindanao State University-Cagwait,CARAGA,Surigao Del Sur,Cagwait,Public SUC Satellite,8.8936805,126.301635,valid,False
11083,North Eastern Mindanao State University-Cantilan,CARAGA,Surigao Del Sur,Cantilan,Public SUC Satellite,9.2828234,125.9421877,valid,False
11072,North Eastern Mindanao State University-Lianga,CARAGA,Surigao Del Sur,Lianga,Public SUC Satellite,8.6339419,126.0936177,valid,False
11084,North Eastern Mindanao State University-Main,CARAGA,Surigao Del Sur,Tandag City,Public SUC Main,9.0394399,126.2160314,valid,False
11074,North Eastern Mindanao State University-San Miguel,CARAGA,Surigao Del Sur,San Miguel,Public SUC Satellite,8.9653061,125.9600723,valid,False
11073,North Eastern Mindanao State University-Tagbina,CARAGA,Surigao Del Sur,Tagbina,Public SUC Satellite,8.451115,126.1646754,valid,False
10094,Northeastern Mindanao Colleges,CARAGA,Surigao Del Norte,Surigao City,Private,9.78905,125.49317,valid,False
10057,Northern Mindanao Colleges,CARAGA,Agusan Del Norte,Cabadbaran City,Private,9.1215678,125.5350879,valid,False
10062,Northwestern Agusan Colleges,CARAGA,Agusan Del Norte,Nasipit,Private,8.9793913,125.3498171,valid,False
16022,Philippine Electronics and Communication Institute of Technology,CARAGA,Agusan del Norte,BUTUAN CITY (Capital),Private,8.9401946,125.5291209,valid,False
10068,Philippine Normal University-Mindanao Campus,CARAGA,Agusan Del Sur,PROSPERIDAD (Capital),Public SUC Satellite,8.6094272,125.911786,valid,False
16013,STI College-Surigao,CARAGA,Surigao Del Norte,Surigao City,Private,9.7882223,125.4936605,valid,False
10071,Saint Francis Xavier College,CARAGA,Agusan Del Sur,San Francisco,Private,8.5038614,125.9763918,valid,False
10073,Saint Joseph Institute of Technology,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.951273,125.5411184,valid,False
16010,Saint Michael College of Caraga,CARAGA,Agusan Del Norte,Nasipit,Private,8.9882671,125.3404024,valid,False
11065,Saint Michael College-Cantilan,CARAGA,Surigao Del Sur,Cantilan,Private,9.3361507,125.9758405,valid,False
16017,Saint Peter College Seminary,CARAGA,Agusan Del Norte,BUTUAN CITY (Capital),Private,8.9601564,125.5910934,valid,False
11067,Saint Theresa College of Tandag,CARAGA,Surigao Del Sur,Tandag City,Private,9.0796797,126.1970437,valid,False
11068,Saint Vincent de Paul Diocesan College,CARAGA,Surigao Del Sur,Bislig City,Private,8.1848443,126.3497635,valid,False
10078,San Francisco Colleges,CARAGA,Agusan Del Sur,San Francisco,Private,8.5056752,125.9763153,valid,False
16003,Siargao Island Institute of Technology,CARAGA,Surigao Del Norte,Dapa,Private,9.760829,126.047129,valid,False
11079,Southern Technological Institute of the Philippines,CARAGA,Surigao Del Sur,Bislig City,Private,8.1842639,126.3523353,valid,False
16011,Southway College of Technology,CARAGA,Agusan Del Sur,San Francisco,Private,8.5089765,125.9696657,valid,False
10074,St. Jude Thaddeus Institute of Technology,CARAGA,Surigao Del Norte,Surigao City,Private,9.786751,125.4983282,valid,False
10080,St. Paul University Surigao,CARAGA,Surigao Del Norte,Surigao City,Private,9.7896208,125.4934421,valid,False
16027,Surigao Doctors' College,CARAGA,Surigao del Norte,Surigao City,Private,9.7911216,125.4928456,valid,False
10088,Surigao Education Center,CARAGA,Surigao Del Norte,Surigao City,Private,9.7799645,125.4844987,valid,False
10095,Surigao State College of Technology-Del Carmen,CARAGA,Surigao Del Norte,Del Carmen,Public SUC Satellite,9.873859,125.9704174,valid,False
10087,Surigao State College of Technology-Main,CARAGA,Surigao Del Norte,Surigao City,Public SUC Main,9.7873599,125.494424,valid,False
16028,Surigao State College of Technology-Mainit,CARAGA,Surigao del Norte,Mainit,Public SUC Satellite,9.7873599,125.494424,valid,False
16009,Surigao State College of Technology-Malimono,CARAGA,Surigao Del Norte,Malimono,Public SUC Satellite,9.57498,125.422997,valid,False
11082,Surigao Sur Colleges,CARAGA,Surigao Del Sur,Barobo,Private,8.5407135,126.1126768,valid,False
11099a,University of Southeastern Philippines-Bislig Campus,CARAGA,Surigao Del Sur,Bislig City,Public SUC Satellite,8.21006,126.285004,valid,False
13329,ABE International Business College-Caloocan City,NCR,METRO MANILA,Caloocan City,Private,14.6568297,120.9852004,valid,False
13308,ABE International College of Business and Accountancy-Cubao,NCR,METRO MANILA,Quezon City,Private,14.6004744,120.9961487,valid,False
,ABE International College of Business and Economics-Las Pi�?±as,NCR,METRO MANILA,CITY OF LAS PI�?AS,Private,14.444546,120.9938736,valid,False
13456,ACLC College of Commonwealth,NCR,METRO MANILA,Quezon City,Private,14.6786857,121.0828801,valid,False
13457,ACLC College of Manila,NCR,METRO MANILA,Manila,Private,14.61335,120.9877807,valid,False
13444,ACLC College of Marikina,NCR,METRO MANILA,CITY OF MARIKINA,Private,14.65073,121.1028546,valid,False
13377,ACLC College of Taguig,NCR,Metro Manila,TAGUIG CITY,Private,14.5176184,121.0508645,valid,False
13257,AMA Computer College-Caloocan,NCR,METRO MANILA,Caloocan City,Private,14.6576626,120.9775632,valid,False
13258,AMA Computer College-Fairview,NCR,METRO MANILA,Quezon City,Private,14.7202823,121.0614798,valid,False
,AMA Computer College-Las Pi�?±as,NCR,METRO MANILA,CITY OF LAS PI�?AS,Private,14.4514205,120.9791933,valid,False
13006,AMA Computer College-Makati,NCR,METRO MANILA,CITY OF MAKATI,Private,14.5482673,121.0123802,valid,False
,AMA Computer College-Para�?±aque,NCR,METRO MANILA,CITY OF PARA�?AQUE,Private,14.4793095,121.0198229,valid,False
13282,AMA Computer College-Pasig City,NCR,METRO MANILA,CITY OF PASIG,Private,14.586714,121.0620028,valid,False
13260,AMA Computer College-Sta. Mesa,NCR,METRO MANILA,Manila,Private,14.6000004,121.0166702,valid,False
13007,AMA Computer University,NCR,METRO MANILA,Quezon City,Private,14.6760413,121.0437003,valid,False
13355,AMA School of Medicine,NCR,METRO MANILA,CITY OF MAKATI,Private,14.5682885,121.0194644,valid,False
13407,Access Computer and Technical Colleges-Camarin,NCR,METRO MANILA,Caloocan City,Private,14.6298372,121.0701042,valid,False
13321,Access Computer and Technical Colleges-Cubao,NCR,METRO MANILA,Quezon City,Private,14.6298372,121.0701042,valid,False
,Access Computer and Technical Colleges-Lagro,NCR,METRO MANILA,Quezon City,Private,14.6298372,121.0701042,valid,False
13301,Access Computer and Technical Colleges-Manila,NCR,METRO MANILA,Manila,Private,14.5783005,121.0,valid,False
