uii_code,name,region,province,city_municipality,sector,latitude,longitude,coord_status,is_multi_campus
04515,Manuel S. Enverga University Foundation-Calauag,Region 04-A,Quezon Province,Calauag,Private,13.949456,121.6204042,valid,False
04064,Manuel S. Enverga University Foundation-Candelaria,Region 04-A,Quezon,Candelaria,Private,13.9305786,121.4313007,valid,False
04065,Manuel S. Enverga University Foundation-Catanauan,Region 04-A,Quezon,Catanauan,Private,13.5946913,122.3236623,valid,False
04056,Manuel S. Enverga University Foundation-Lucena,Region 04-A,Quezon,LUCENA CITY,Private,13.949456,121.6204042,valid,False
04471,Marasigan Institute of Science and Technology,Region 04-A,Cavite,Dasmariñas City,Private,14.350831,120.9375453,valid,False
04057,Marcelino Fule Memorial College,Region 04-A,Laguna,ALAMINOS Municipality,Private,14.0621254,121.2500116,valid,False
,Mary Help of Christian College Salesian Sisters,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2086715,121.1141891,valid,False
04162,Maryhill College,Region 04-A,Quezon,LUCENA CITY,Private,13.936197,121.6123122,valid,False
04443,Mater Redemptoris Collegium,Region 04-A,Laguna,Calauan,Private,14.1223813,121.2997765,valid,False
04444,Mind and Integrity College,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2268361,121.1399282,valid,False
04197,Montessori Professional Colleges of Asia,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.6217084,121.1015305,valid,False
04343,Montessori Professional Colleges of Asia-Imus,Region 04-A,Cavite,IMUS,Private,14.4225214,120.9422514,valid,False
04159,Mt. St. Aloysius College Seminary,Region 04-A,Quezon,Gumaca,Private,13.926755,122.093198,valid,False
04459,NTC Education-Batangas,Region 04-A,Batangas,Tanauan City,Private,14.0835445,121.1476147,valid,False
,NU Dasmari�?±as,Region 04-A,Cavite,Dasmariñas City,Private,14.3021508,120.9571044,valid,False
04491,NU Sports Academy,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.1869747,121.1247233,valid,False
04376,NYK-TDG Maritime Academy,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2043349,121.0796345,valid,False
04067,National College of Business and Arts-Taytay,Region 04-A,Rizal,Taytay,Private,14.5531951,121.1394911,valid,False
04205,National College of Science and Technology,Region 04-A,Cavite,Dasmariñas City,Private,14.3274892,120.9403585,valid,False
04464,New Era University - Lipa Campus,Region 04-A,Batangas,Lipa City,Private,13.9727477,121.1733748,valid,False
04490,New Era University-Baras Campus,Region 04-A,Rizal,Baras,Private,14.5365625,121.2740813,valid,False
04433,New Sinai School and Colleges-Sta. Rosa,Region 04-A,Laguna,SANTA ROSA CITY,Private,14.3170712,121.0985109,valid,False
04068,Northern Quezon College,Region 04-A,Quezon,Infanta,Private,14.7381989,121.6444808,valid,False
04180,Oblates of Saint Joseph College of Philosophy,Region 04-A,Batangas,Lipa City,Private,13.9398985,121.1597157,valid,False
04492,Olinsterg College,Region 04-A,Quezon,Tiaong,Private,13.9577556,121.327586,valid,False
04295,Olivarez College-Tagaytay,Region 04-A,Cavite,Tagaytay City,Private,14.1186395,120.9627024,valid,False
,One Cainta College,Region 04-A,Rizal,Cainta,Public LUC,14.578312,121.1194151,valid,False
04235,Our Lady of Assumption College of Laguna,Region 04-A,Laguna,SAN PEDRO,Private,14.34324,121.039717,valid,False
,Our Lady of Assumption College-Cabuyao,Region 04-A,Laguna,CABUYAO,Private,14.2470999,121.137001,valid,False
04380,Our Lady of Fatima University-Antipolo,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.5713826,121.171387,valid,False
04493,Our Lady of Fatima University-Sta. Rosa,Region 04-A,Laguna,SANTA ROSA CITY,Private,14.3043182,121.1030626,valid,False
,Our Lady of La Sallete College Seminary,Region 04-A,Cavite,Silang,Private,14.2505994,120.9729001,valid,False
04070,Our Lady of Lourdes Seminary,Region 04-A,Batangas,Lipa City,Private,13.941,121.163002,valid,False
,Our Lady of the Most Holy Rosary Seminary,Region 04-A,Quezon,Lucban,Private,14.0778275,121.5760374,valid,False
,Oxfordian Colleges,Region 04-A,Cavite,Dasmariñas City,Private,14.320699,120.9836556,valid,False
,PIMSAT Colleges,Region 04-A,Cavite,BACOOR CITY,Private,14.412801,120.9739206,valid,False
04333,PNTC Colleges,Region 04-A,Cavite,Dasmariñas City,Private,14.3177529,120.9340479,valid,False
04081,PTS College and Advanced Studies,Region 04-A,Cavite,Dasmariñas City,Private,14.3421943,120.9617037,valid,False
04028,Paete Science and Business College,Region 04-A,Laguna,Paete,Private,14.3629432,121.4846324,valid,False
04305,Pamantasan ng Cabuyao,Region 04-A,Laguna,CABUYAO,Public LUC,14.2595155,121.1338581,valid,False
04348,Pambayang Kolehiyo ng Mauban,Region 04-A,Quezon,Mauban,Public LUC,14.1742884,121.7263142,valid,False
04448,Paul College of Leadership,Region 04-A,Rizal,Cainta,Private,14.5864489,121.1181836,valid,False
04388,Philippine Best Training Systems Colleges,Region 04-A,Rizal,Binangonan,Private,14.4983112,121.1742827,valid,False
04342,Philippine International College,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.5984823,121.181094,valid,False
04170,Philippine Missionary Institute,Region 04-A,Cavite,Silang,Private,14.2457126,120.9772552,valid,False
04189,Philippine National Police Academy,Region 04-A,Cavite,Silang,OGS,14.1983831,121.0232197,valid,False
04080,Philippine Normal University-Lopez,Region 04-A,Quezon,Lopez,Public SUC Satellite,13.8821402,122.2642435,valid,False
04082,Philippine State College of Aeronautics-Fernando Air Base,Region 04-A,Batangas,Lipa City,Public SUC Satellite,13.9528902,121.1336507,valid,False
,Philippine Technological Institute of Science Arts and Trade-Central,Region 04-A,Cavite,General Mariano Alvarez,Private,14.2837291,120.9990954,valid,False
04299,Philippine Women's University-Career Development and Continuing Education Center-Calamba City,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.1592618,121.2414878,valid,False
04338,Philippine Women's University-Career Development and Continuing Education Center-Sta. Cruz,Region 04-A,Laguna,SANTA CRUZ,Private,14.1592618,121.2414878,valid,False
13155q,Polytechnic University of the Philippines-Alfonso,Region 04-A,Cavite,Alfonso,Public SUC Satellite,14.1099984,120.8728774,valid,False
,Polytechnic University of the Philippines-Bi�?±an,Region 04-A,Laguna,Biñan City,Public SUC Satellite,14.3135397,121.0783374,valid,False
13155j,Polytechnic University of the Philippines-Calauan,Region 04-A,Laguna,Calauan,Public SUC Satellite,14.1482267,121.3118667,valid,False
,Polytechnic University of the Philippines-General Luna Quezon,Region 04-A,Quezon,General Luna,Public SUC Satellite,13.6997716,122.2313539,valid,False
04084,Polytechnic University of the Philippines-Lopez,Region 04-A,Quezon,Lopez,Public SUC Satellite,13.8807792,122.2598724,valid,False
04085,Polytechnic University of the Philippines-Maragondon,Region 04-A,Cavite,Maragondon,Public SUC Satellite,14.2757439,120.734037,valid,False
04165,Polytechnic University of the Philippines-Mulanay,Region 04-A,Quezon,Mulanay,Public SUC Satellite,13.5297185,122.3926281,valid,False
13155b,Polytechnic University of the Philippines-San Pedro,Region 04-A,Laguna,SAN PEDRO,Public SUC Satellite,14.3344346,121.0293207,valid,False
13155f,Polytechnic University of the Philippines-Sta. Rosa,Region 04-A,Laguna,SANTA ROSA CITY,Public SUC Satellite,14.3134993,121.106679,valid,False
04164,Polytechnic University of the Philippines-Sto. Tomas,Region 04-A,Batangas,SANTO TOMAS,Public SUC Satellite,14.1088118,121.1435837,valid,False
04086,Polytechnic University of the Philippines-Unisan,Region 04-A,Quezon,Unisan,Public SUC Satellite,13.8457835,121.9691782,valid,False
04297,Power School of Technology,Region 04-A,Cavite,Tanza,Private,14.3885115,120.8475275,valid,False
04329,Quezon Center for Research and Studies-Institute of Management,Region 04-A,Quezon,LUCENA CITY,Private,13.9347282,121.6124458,valid,False
04087,Quezonian Educational College,Region 04-A,Quezon,Atimonan,Private,13.9987835,121.9234693,valid,False
04494,Red Link Institute of Science & Technology,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2252478,121.1402702,valid,False
04473,Renaissance School of Science and Technology,Region 04-A,Rizal,Morong,Private,14.5023912,121.2330301,valid,False
04090,Rizal College of Laguna,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2104247,121.154172,valid,False
04088,Rizal College of Taal,Region 04-A,Batangas,Taal,Private,13.8802627,120.9221841,valid,False
04223,Rogationist College,Region 04-A,Cavite,Silang,Private,14.1490981,120.9559694,valid,False
04477,Royal British College,Region 04-A,Batangas,Lipa City,Private,13.9617127,121.169485,valid,False
04146,STI College-Bacoor,Region 04-A,Cavite,BACOOR CITY,Private,14.445654,120.9523078,valid,False
04285,STI College-Balayan,Region 04-A,Batangas,Balayan,Private,13.9454719,120.7304724,valid,False
,STI College-Batangas,Region 04-A,Batangas,BATANGAS CITY (Capital),Private,13.7709325,121.0646665,valid,False
04161,STI College-Cainta,Region 04-A,Rizal,Cainta,Private,14.5822746,121.1260222,valid,False
04138,STI College-Calamba Campus,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2026281,121.1587065,valid,False
,STI College-Dasmari�?±as,Region 04-A,Cavite,Dasmariñas City,Private,14.330401,120.936448,valid,False
04149,STI College-Lipa,Region 04-A,Batangas,Lipa City,Private,13.9422416,121.1651163,valid,False
04135,STI College-Lucena,Region 04-A,Quezon,LUCENA CITY,Private,13.9297924,121.6127395,valid,False
04278,STI College-Rosario,Region 04-A,Cavite,Rosario,Private,14.4075076,120.8586648,valid,False
04137,STI College-San Pablo,Region 04-A,Laguna,San Pablo City,Private,14.0695979,121.3234623,valid,False
04153,STI College-Southwoods,Region 04-A,Cavite,Carmona,Private,14.3232774,121.0624389,valid,False
04148,STI College-Sta. Cruz,Region 04-A,Laguna,SANTA CRUZ,Private,14.2784752,121.4158842,valid,False
04286,STI College-Sta. Rosa,Region 04-A,Laguna,SANTA ROSA CITY,Private,14.2951067,121.1038117,valid,False
04397,STI College-Tagaytay,Region 04-A,Cavite,Tagaytay City,Private,14.1162393,120.9620917,valid,False
04336,STI College-Tanauan,Region 04-A,Batangas,Tanauan City,Private,14.0838742,121.1454309,valid,False
04381,STI College-Tanay,Region 04-A,Rizal,Tanay,Private,14.5083926,121.2875536,valid,False
04097,Sacred Heart College,Region 04-A,Quezon,LUCENA CITY,Private,13.9401951,121.6158304,valid,False
04498,Saint Benilde International School-Calamba,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2079666,121.1541474,valid,False
04257,Saint Francis Institute of Computer Studies,Region 04-A,Laguna,SAN PEDRO,Private,14.3611497,121.0594505,valid,False
04294,Saint Francis of Assisi College-Cavite,Region 04-A,Cavite,BACOOR CITY,Private,14.4259225,120.9698856,valid,False
04225,Saint John Colleges,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2077989,121.1613089,valid,False
04466,Saint Joseph College of Rosario Batangas,Region 04-A,Batangas,Rosario,Private,13.8416528,121.2037861,valid,False
04106,Saint Michael's College of Laguna,Region 04-A,Laguna,Biñan City,Private,14.3248587,121.09305,valid,False
04107,Saint Paul Seminary,Region 04-A,Cavite,Silang,Private,14.1914375,120.9658125,valid,False
04495,Saint Peter's School (Calauag),Region 04-A,Laguna,Calauag,Private,13.9570789,122.2879509,valid,False
04143,Saints John and Paul Educational Foundation,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2077989,121.1613089,valid,False
04512,Samuel Christian College of General Trias,Region 04-A,Cavite,CITY OF GENERAL TRIAS,Private,14.3798333,120.8885315,valid,False
04109,San Antonio de Padua College,Region 04-A,Laguna,Pila,Private,14.2253537,121.3618467,valid,False
04111,San Ildefonso College,Region 04-A,Rizal,Tanay,Private,14.4988727,121.2851712,valid,False
04387,San Mateo Municipal College,Region 04-A,Rizal,San Mateo,Public LUC,14.696815,121.120915,valid,False
04114,San Pablo Colleges,Region 04-A,Laguna,San Pablo City,Private,14.0670772,121.3276139,valid,False
04115,San Pedro College of Business Administration,Region 04-A,Laguna,SAN PEDRO,Private,14.3543843,121.0616464,valid,False
04357,San Sebastian College Recoletos-Canlubang,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.2065266,121.0852194,valid,False
04116,San Sebastian College-Recoletos de Cavite,Region 04-A,Cavite,Cavite City,Private,14.4714458,120.8878553,valid,False
04478,Sapphire International Aviation Academy,Region 04-A,Batangas,Tanauan City,Private,14.0958344,121.1147115,valid,True
04119,Siena College of Taytay,Region 04-A,Rizal,Taytay,Private,14.5776441,121.1321958,valid,False
04352,Skill Power Institute,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.5748743,121.1766079,valid,False
04424,South Forbes City College,Region 04-A,Cavite,Silang,Private,14.2419555,121.0436416,valid,False
04479,Southbay Montessori School and Colleges,Region 04-A,Laguna,SANTA CRUZ,Private,14.2682154,121.4236242,valid,False
,Southdale International School of Science Arts and Techology,Region 04-A,Cavite,IMUS,Private,14.4173394,120.9423883,valid,False
04120,Southeast Asia Interdisciplinary Development Institute,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.5960896,121.1537851,valid,False
,Southern Luzon College of Business Maritime Science and Technology,Region 04-A,Cavite,Dasmariñas City,Private,14.3278696,120.9501435,valid,False
04121,Southern Luzon State University,Region 04-A,Quezon,Lucban,Public SUC Main,14.1126505,121.5611636,valid,False
04228,Southern Luzon State University-Alabat,Region 04-A,Quezon,Alabat,Public SUC Satellite,14.1170998,122.0270004,valid,False
04430,Southern Luzon State University-Catanauan,Region 04-A,Quezon,Catanauan,Public SUC Satellite,13.5925334,122.3205038,valid,False
04391,Southern Luzon State University-Gumaca Campus,Region 04-A,Quezon,Gumaca,Public SUC Satellite,13.9229626,122.1010936,valid,False
04224,Southern Luzon State University-Infanta,Region 04-A,Quezon,Infanta,Public SUC Satellite,14.7259998,121.663002,valid,False
04229,Southern Luzon State University-Lucena,Region 04-A,Quezon,LUCENA CITY,Public SUC Satellite,13.948886,121.6289386,valid,False
04230,Southern Luzon State University-Polilio,Region 04-A,Quezon,Polillo,Public SUC Satellite,14.7375002,121.9250031,valid,False
04198,Southern Luzon State University-Tagkawayan,Region 04-A,Quezon,Tagkawayan,Public SUC Satellite,13.957204,122.5435048,valid,False
04518,Southern Luzon State University-Tayabas,Region 04-A,Quezon Province,CITY OF TAYABAS,Public SUC Satellite,14.044905,121.664941,valid,False
04371,Southern Luzon State University-Tiaong Campus,Region 04-A,Quezon,Tiaong,Public SUC Satellite,13.94704,121.3691789,valid,False
04237,Southern Philippines Institute of Science and Technology,Region 04-A,Cavite,IMUS,Private,14.3871379,120.9397236,valid,False
04186,St. Alphonsus School of Theology,Region 04-A,Quezon,LUCENA CITY,Private,13.9449415,121.5893306,valid,False
,St. Anne College Lucena,Region 04-A,Quezon,LUCENA CITY,Private,13.9614709,121.6119219,valid,False
04458,St. Augustine School of Nursing - Lucena,Region 04-A,Quezon,LUCENA CITY,Private,13.9413957,121.6234471,valid,False
,St. Augustine School of Nursing-Lipa,Region 04-A,Batangas,Lipa City,Private,13.942108,121.1538556,valid,False
04101,St. Bridget College,Region 04-A,Batangas,BATANGAS CITY (Capital),Private,13.7529481,121.0584424,valid,False
04296,St. Dominic College of Asia,Region 04-A,Cavite,BACOOR CITY,Private,14.4587351,120.9602942,valid,False
04102,St. Francis de Sales Major Seminary,Region 04-A,Batangas,Lipa City,Private,13.9727643,121.1656326,valid,False
04331,St. Francis de Sales Theological Seminary,Region 04-A,Batangas,Lipa City,Private,13.9727643,121.1656326,valid,False
04480,St. Ignatius Technical Institute of Business and Arts,Region 04-A,Laguna,SANTA ROSA CITY,Private,14.2938301,121.1065182,valid,False
04499,St. Ignatius Technical Institute of Business and Arts-Cabuyao,Region 04-A,Laguna,CABUYAO,Private,14.2500579,121.1293656,valid,False
04504,St. John Bosco College of Tayabas,Region 04-A,Quezon Province,CITY OF TAYABAS,Private,14.0148179,121.6074873,valid,False
04104,St. Joseph College of Cavite,Region 04-A,Cavite,Cavite City,Private,14.479333,120.901192,valid,False
04389,St. Joseph's College of Rodriguez,Region 04-A,Rizal,RODRIGUEZ (MONTALBAN),Private,14.7345191,121.1591797,valid,False
,St. Jude College-Dasmari�?±as,Region 04-A,Cavite,Dasmariñas City,Private,14.3028,120.964996,valid,False
,St. Louis Anne Colleges of San Pedro Laguna,Region 04-A,Laguna,SAN PEDRO,Private,14.3547315,121.0615048,valid,False
04435,St. Mary Magdalene Colleges of Laguna,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.226498,121.178836,valid,False
04239,St. Matthew College,Region 04-A,Rizal,San Mateo,Private,14.6873617,121.1172561,valid,False
04513,St. Peregrine Institute,Region 04-A,Cavite,BACOOR CITY,Private,14.4547557,120.9297714,valid,False
04108,St. Peter's College Seminary,Region 04-A,Laguna,San Pablo City,Private,14.0738492,121.3353437,valid,False
04500,St. Therese College of Arts and Sciences,Region 04-A,LAGUNA,PILA,Private,14.2346148,121.3655989,valid,False
04379,St. Vincent College of Cabuyao,Region 04-A,Laguna,CABUYAO,Private,14.2329138,121.1485543,valid,False
04144,Sta. Teresa College,Region 04-A,Batangas,Bauan,Private,13.7994572,120.9532123,valid,False
04378,Sumulong College of Arts and Sciences,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.5755584,121.1776843,valid,False
04475,Tanauan City College,Region 04-A,Batangas,Tanauan City,Public LUC,14.087737,121.1451053,valid,False
04123,Tanauan Institute,Region 04-A,Batangas,Tanauan City,Private,14.0909866,121.144819,valid,False
04124,Tayabas Western Academy,Region 04-A,Quezon,Candelaria,Private,13.929716,121.423941,valid,False
04126,Technological University of the Philippines-Cavite,Region 04-A,Cavite,Dasmariñas City,Public SUC Satellite,14.3450539,120.9661019,valid,False
04344,Teodoro M. Luansing College of Rosario,Region 04-A,Batangas,Rosario,Private,13.8446025,121.200241,valid,False
04425,The Bearer of Light and Wisdom Colleges,Region 04-A,Cavite,BACOOR CITY,Private,14.4188275,120.9748467,valid,False
04125,Tomas Claudio Colleges,Region 04-A,Rizal,Morong,Private,14.5237341,121.2352721,valid,False
04150,Trace College,Region 04-A,Laguna,Los BA�?OS,Private,14.1772107,121.2399073,valid,False
04390,Trece Martires City College,Region 04-A,Cavite,Trece Martires City,Public LUC,14.2741116,120.8714868,valid,False
04405,Trimex Colleges,Region 04-A,Laguna,Biñan City,Private,14.3282924,121.0904045,valid,False
04127,Unciano Colleges,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.5799089,121.1720408,valid,False
04279,Unida Christian Colleges,Region 04-A,Cavite,IMUS,Private,14.3885026,120.9413228,valid,False
04128,Union College of Laguna,Region 04-A,Laguna,SANTA CRUZ,Private,14.283369,121.416111,valid,False
04131,University of Batangas,Region 04-A,Batangas,BATANGAS CITY (Capital),Private,13.7638726,121.0588244,valid,False
04426,University of Batangas-Lipa,Region 04-A,Batangas,Lipa City,Private,13.9691656,121.1593787,valid,False
04182,University of Perpetual Help System Dalta-Calamba,Region 04-A,Laguna,CITY OF CALAMBA,Private,14.1940002,121.1480026,valid,False
04136,University of Perpetual Help System Dalta-Molino Campus,Region 04-A,Cavite,BACOOR CITY,Private,14.3955528,120.977616,valid,False
04077,University of Perpetual Help System-Dr. Jose G. Tamayo Medical University,Region 04-A,Laguna,Biñan City,Private,14.3306952,121.0851846,valid,False
04169,University of Perpetual Help System-GMA Campus,Region 04-A,Cavite,General Mariano Alvarez,Private,14.2862746,121.0025085,valid,False
04076,University of Perpetual Help System-Laguna,Region 04-A,Laguna,Biñan City,Private,14.3311269,121.0853931,valid,False
04220,University of Rizal System-Angono,Region 04-A,Rizal,Angono,Public SUC Satellite,14.5263235,121.1522685,valid,False
04289,University of Rizal System-Antipolo,Region 04-A,Rizal,CITY OF ANTIPOLO,Public SUC Satellite,14.5713826,121.171387,valid,False
04244,University of Rizal System-Binangonan,Region 04-A,Rizal,Binangonan,Public SUC Satellite,14.4831236,121.1875703,valid,False
04287,University of Rizal System-Cainta,Region 04-A,Rizal,Cainta,Public SUC Satellite,14.6059061,121.1062726,valid,False
04288,University of Rizal System-Cardona,Region 04-A,Rizal,Cardona,Public SUC Satellite,14.4754646,121.2304549,valid,False
04091,University of Rizal System-Morong,Region 04-A,Rizal,Morong,Public SUC Satellite,14.516689,121.2356227,valid,False
04221,University of Rizal System-Pililia,Region 04-A,Rizal,PILILLA,Public SUC Satellite,14.4775699,121.317376,valid,False
04222,University of Rizal System-Rodriguez,Region 04-A,Rizal,RODRIGUEZ (MONTALBAN),Public SUC Satellite,14.7495023,121.1274048,valid,False
04089,University of Rizal System-Tanay,Region 04-A,Rizal,Tanay,Public SUC Main,14.5435216,121.360638,valid,False
04370,University of Rizal System-Taytay,Region 04-A,Rizal,Taytay,Public SUC Satellite,14.5477329,121.1245706,valid,False
,University of the Philippines-Los Ba�?±os,Region 04-A,Laguna,Los BA�?OS,Public SUC Satellite,14.1699121,121.2440631,valid,False
04134,University of the Philippines-Open University,Region 04-A,Laguna,Los BA�?OS,Public SUC Satellite,14.1757908,121.2620705,valid,False
04501,Victory Elijah Christian College,Region 04-A,RIZAL,CITY OF ANTIPOLO,Private,14.6215475,121.1273316,valid,False
04427,West Point College-Magallanes,Region 04-A,Cavite,Magallanes,Private,14.139269,120.7907612,valid,False
04482,Westbridge Institute of Technology,Region 04-A,Laguna,CABUYAO,Private,14.237015,121.133451,valid,False
04130,Western Colleges,Region 04-A,Cavite,Naic,Private,14.32286,120.761934,valid,False
04360,Westmead International School,Region 04-A,Batangas,BATANGAS CITY (Capital),Private,13.7851583,121.0755981,valid,False
04240,World Citi Colleges-Antipolo City,Region 04-A,Rizal,CITY OF ANTIPOLO,Private,14.582784,121.175643,valid,False
04428,Young Ji College,Region 04-A,Cavite,CITY OF GENERAL TRIAS,Private,14.3100194,120.9187872,valid,False
17007,ACLC College of Calapan,Region 04-B,Oriental Mindoro,Calapan City,Private,13.3782067,121.1704956,valid,False
04001,Abada College,Region 04-B,Oriental Mindoro,Pinamalayan,Private,13.0404338,121.4784545,valid,False
04283,Ark of the Covenant Montessori Chamber of Learning College,Region 04-B,Oriental Mindoro,Victoria,Private,12.6730003,121.3539963,valid,False
17018,Baco Community College,Region 04-B,Oriental Mindoro,Baco,Public LUC,13.3592391,121.0962813,valid,False
,CLCC Institute of Computer Arts & Technology,Region 04-B,Oriental Mindoro,Calapan City,Private,13.402932,121.1721235,valid,False
17010,City College of Calapan,Region 04-B,Oriental Mindoro,Calapan City,Public LUC,13.3792181,121.1843109,valid,False
04266,Clarendon College,Region 04-B,Oriental Mindoro,Roxas,Private,12.5942819,121.5093201,valid,False
04016,Colegio De San Sebastian-Sablayan,Region 04-B,Occidental Mindoro,Sablayan,Private,12.8392489,120.7721694,valid,False
04021,Divine Word College of Calapan,Region 04-B,Oriental Mindoro,Calapan City,Private,13.4107809,121.175692,valid,False
04022,Divine Word College of San Jose,Region 04-B,Occidental Mindoro,San Jose,Private,12.3529375,121.0699375,valid,False
04030,EMA EMITS College Philippines,Region 04-B,Oriental Mindoro,Pinamalayan,Private,13.0363616,121.4899063,valid,False
04029,Eastern Mindoro College,Region 04-B,Oriental Mindoro,Bongabong,Private,12.749915,121.4843,valid,False
04140,Educational Systems Technological Institute,Region 04-B,Marinduque,Boac,Private,13.448203,121.8361192,valid,False
17019,Erhard Science and Technological Institute-Oriental Mindoro,Region 04-B,Oriental Mindoro,Gloria,Private,12.9684298,121.4877993,valid,False
17003,Erhard Systems Technological Institute,Region 04-B,Romblon,Odiongan,Private,12.4025801,121.9803791,valid,False
04168,Fullbright College,Region 04-B,Palawan,Puerto Princesa City,Private,9.7858707,118.7490417,valid,False
04034,Grace Mission College,Region 04-B,Oriental Mindoro,Socorro,Private,13.0622,121.331001,valid,False
04037,Holy Trinity University,Region 04-B,Palawan,Puerto Princesa City,Private,9.7414252,118.7326539,valid,False
04331b,Innovative College of Science and Technology,Region 04-B,Oriental Mindoro,Bongabong,Private,12.7563168,121.4726036,valid,False
17004,Institute of Business Science and Medical Arts,Region 04-B,Oriental Mindoro,Pinamalayan,Private,13.0366337,121.4825572,valid,False
04202,John Paul College,Region 04-B,Oriental Mindoro,Roxas,Private,12.5961005,121.4990955,valid,False
04053,Luna Goco Colleges-Calapan,Region 04-B,Oriental Mindoro,Calapan City,Private,13.4000435,121.1703989,valid,False
17020,Malindig Institute Foundation,Region 04-B,Marinduque,SANTA CRUZ,Private,13.4779627,122.0317556,valid,False
04174,Marinduque Midwest College,Region 04-B,Marinduque,Gasan,Private,13.3298386,121.844925,valid,False
04203,Marinduque State University-Gasan Campus,Region 04-B,Marinduque,Gasan,Public SUC Satellite,13.4536229,121.8444564,valid,False
04058,Marinduque State University-Main Campus,Region 04-B,Marinduque,Boac,Public SUC Main,13.4536229,121.8444564,valid,False
04204,Marinduque State University-Sta. Cruz Campus,Region 04-B,Marinduque,SANTA CRUZ,Public SUC Satellite,13.4536229,121.8444564,valid,False
04063,Marinduque State University-Torrijos Campus,Region 04-B,Marinduque,Torrijos,Public SUC Satellite,13.3343452,122.0155491,valid,False
04273,Mina de Oro Institute of Science and Technology,Region 04-B,Oriental Mindoro,Victoria,Private,13.1832612,121.2761074,valid,False
04178,Mindoro State University-Bongabong Campus,Region 04-B,Oriental Mindoro,Bongabong,Public SUC Satellite,12.7719508,121.4754426,valid,False
04163,Mindoro State University-Calapan City Campus,Region 04-B,Oriental Mindoro,Calapan City,Public SUC Satellite,13.3875996,121.1622264,valid,False
04060,Mindoro State University-Main Campus,Region 04-B,Oriental Mindoro,Victoria,Public SUC Main,13.1577681,121.1870052,valid,False
04069,Occidental Mindoro State College,Region 04-B,Occidental Mindoro,San Jose,Public SUC Main,12.3542993,121.0667427,valid,False
04142,Occidental Mindoro State College-Labangan Campus,Region 04-B,Occidental Mindoro,San Jose,Public SUC Satellite,12.3542993,121.0667427,valid,False
17022,Occidental Mindoro State College-Lubang Campus,Region 04-B,Occidental Mindoro,Lubang,Public SUC Satellite,13.8472511,120.1201209,valid,False
04179a,Occidental Mindoro State College-Mamburao,Region 04-B,Occidental Mindoro,MAMBURAO (Capital),Public SUC Satellite,13.2322925,120.5891783,valid,False
04179,Occidental Mindoro State College-Murtha Campus,Region 04-B,Occidental Mindoro,San Jose,Public SUC Satellite,12.4573188,121.1185067,valid,False
04179b,Occidental Mindoro State College-Sablayan Campus,Region 04-B,Occidental Mindoro,Sablayan,Public SUC Satellite,12.8382425,120.7823944,valid,False
04074,Palawan Polytechnic College,Region 04-B,Palawan,Puerto Princesa City,Private,9.9672163,118.78551,valid,False
04075,Palawan State University,Region 04-B,Palawan,Puerto Princesa City,Public SUC Main,9.7773331,118.733847,valid,False
04075c,Palawan State University- Balabac,Region 04-B,Palawan,Balabac,Public SUC Satellite,7.9446691,117.0087877,valid,False
04207,Palawan State University- Brooke's Point,Region 04-B,Palawan,Brooke's Point,Public SUC Satellite,8.8095853,117.8269888,valid,False
04206,Palawan State University-Araceli,Region 04-B,Palawan,Araceli,Public SUC Satellite,10.5776052,119.9870965,valid,False
04075d,Palawan State University-Bataraza,Region 04-B,Palawan,Bataraza,Public SUC Satellite,8.6880102,117.6440811,valid,False
04208,Palawan State University-Coron,Region 04-B,Palawan,Coron,Public SUC Satellite,12.01812,120.1879746,valid,False
04209,Palawan State University-Cuyo,Region 04-B,Palawan,Cuyo,Public SUC Satellite,10.8548792,121.0077121,valid,False
04075b,Palawan State University-Dumaran,Region 04-B,Palawan,Dumaran,Public SUC Satellite,10.5066996,119.6729965,valid,False
17011,Palawan State University-Linapacan,Region 04-B,Palawan,Linapacan,Public SUC Satellite,11.4485393,119.8236554,valid,False
04075a,Palawan State University-Narra,Region 04-B,Palawan,Narra,Public SUC Satellite,9.2506304,118.3460007,valid,False
,Palawan State University-New Ibajay El Nido,Region 04-B,Palawan,EL NIDO (BACUIT),Public SUC Satellite,11.2346001,119.4639969,valid,False
